well I was planning that the creation of the FileName	gender	Voice	model	OverallProfileScore	OverallProfileWords	EmotionalToneScore	EmotionalToneWords	WarmthScore	WarmthWords	CalmScore	CalmWords	HappinessScore	HappinessWords	SadnessScore	SadnessWords	SophisticationScore	SophisticationWords	ClarityScore	ClarityWords	SmoothnessScore	SmoothnessWords	EnergyScore	EnergyWords	ConfidenceScore	ConfidenceWords	NarratorFitScore	NarratorFitWords	CharacterActingDramaScore	CharacterActingDramaWords	FemininePresentationScore	GenderPresentationWords	EstimatedAgeMin	EstimatedAgeMax	AgeRangeWords	AgeConfidenceScore	VoiceTextureWords	BestCharacterFit	LessIdealFor	OneSentenceImpression	SuggestedVoiceTestSentence
female_Sarah_kokoro.wav	female	Sarah	kokoro	8	"Clear, feminine, warm, conversational, polished, youthful-adult, friendly, expressive, natural-sounding, narrator-friendly, lightly bright"	7	"Emotionally present, friendly, sincere, lightly upbeat, expressive without sounding exaggerated or theatrical"	8	"Warm, approachable, kind, personable, trustworthy, gently inviting"	7	"Calm and controlled, but with enough vocal movement to feel conversational rather than flat"	6	"Pleasant and lightly cheerful, with a friendly optimistic quality but not bubbly or comic"	1	Very little sadness; more sincere and open than somber	7	"Polished, articulate, modern, and professional, but more conversational than formal"	9	Very clear delivery with strong intelligibility and clean pronunciation	8	"Smooth and clean, with a bright feminine adult texture"	6	Medium energy; lively enough to feel engaged while still audiobook-safe	8	"Confident in a friendly, natural, emotionally aware way"	9	"Very strong fit for audiobook narration, friendly narration, warm assistant voice, contemporary fiction, and emotionally accessible storytelling"	6	"Good character-acting fit for kind, sincere, curious, hopeful, or emotionally open roles; less suited for harsh extremes"	9	Strongly feminine-presenting voice	24	39	"Young adult to adult, roughly mid-20s to late-30s"	6	"Bright, smooth, clean, warm, expressive, conversational, polished, lightly youthful"	Warm narrator; friendly heroine; contemporary fiction narrator; kind teacher; sincere friend; hopeful guide	Elderly character; harsh villain; gritty survivor; stern authority figure; sarcastic comic relief; intense rage scene	"This voice sounds like a warm and articulate young woman who can make narration feel friendly, sincere, and emotionally accessible while still sounding polished and professional."	"I wanted to laugh like nothing had changed, but the way you looked at me made every quiet hope feel possible again."
female_Vivian_qwen_custom_voice.wav	female	Vivian	qwen_custom_voice	8	"Bright, feminine, clear, youthful-adult, polished, expressive, friendly, lightly warm, articulate, modern, narrator-friendly, slightly animated"	7	"Positive-to-neutral, engaged, sincere, lightly upbeat, emotionally present without sounding overly dramatic"	7	"Warm and approachable, with a friendly modern tone; not deeply tender but clearly personable"	7	"Calm and controlled, but with more vocal lift and movement than the lower-toned narrator voices"	6	"Lightly cheerful and pleasant, with a bright optimistic edge but not bubbly or comic"	1	Very little sadness; more open and bright than somber or reflective	7	"Polished, articulate, modern, and professional, but more conversational than formal or elegant"	9	Very clear delivery with strong intelligibility and clean pronunciation	8	"Smooth and clean, with a bright mid-to-higher feminine tone"	6	Medium energy; engaged and expressive while still controlled enough for audiobook use	8	"Confident in a friendly, clear, and modern way, not stern or forceful"	8	"Strong fit for contemporary audiobook narration, friendly assistant voice, youthful character narration, or warm modern storytelling"	6	"Good character-acting fit for friendly, sincere, hopeful, curious, or emotionally open roles; less suited for harsh extremes"	9	Strongly feminine-presenting voice	22	36	"Young adult to adult, roughly early-20s to mid-30s"	6	"Bright, smooth, clean, clear, youthful, polished, lightly animated, modern, friendly"	Contemporary narrator; friendly heroine; warm assistant; curious young woman; hopeful guide; kind friend; modern story narrator	Elderly character; harsh villain; gritty survivor; stern authority figure; deep tragic role; rough comic exaggeration	"This voice sounds like a bright and articulate young woman whose clear, friendly delivery would work well for modern narration, hopeful characters, or a personable assistant voice."	"I tried to sound like I already knew the answer, but hope has a funny way of making every question feel new again."
male_Fu_qwen_custom_voice.wav	male	Fu	qwen_custom_voice	8	"Clear, masculine-presenting, youthful-adult, polished, calm, thoughtful, smooth, lightly warm, articulate, modern, narrator-friendly, slightly formal"	6	"Neutral-to-positive, thoughtful, controlled, mildly earnest, emotionally present without sounding highly dramatic"	6	"Moderate warmth; approachable and friendly, but more composed than affectionate or sentimental"	7	"Calm and steady, with some expressive movement but not restless or exaggerated"	4	"Mild pleasantness, but not strongly cheerful, playful, or comic"	2	Very little sadness; only lightly reflective or serious	7	"Polished, articulate, educated, modern, and slightly formal without sounding stiff"	9	Very clear delivery with strong intelligibility and clean pronunciation	8	"Smooth and clean, with a lighter masculine tenor texture and polished synthetic consistency"	5	Medium-low to medium energy; engaged enough for narration but not highly animated	7	"Confident in a calm, clear, thoughtful way, not booming or forceful"	8	"Strong fit for young male narration, thoughtful guide, calm assistant, modern story narrator, or reflective male protagonist"	5	"Moderate character-acting fit; best for sincere, thoughtful, calm, noble, or friendly roles rather than extreme drama"	2	Masculine-presenting with a lighter youthful tenor edge; slightly androgynous at moments	24	40	"Young adult to adult, roughly mid-20s to around 40"	5	"Light masculine tenor, smooth, clean, clear, polished, composed, lightly warm, modern"	Young male narrator; thoughtful prince; calm guide; friendly assistant; reflective protagonist; educated scholar; sincere companion	Deep older authority figure; gruff villain; elderly character; gritty survivor; booming warrior; wild comic relief	"This voice sounds like a thoughtful young man who speaks with calm clarity, polished restraint, and enough warmth to feel sincere without becoming overly emotional."	"I kept my voice steady because courage, I had learned, was not always loud enough for others to notice."
male_Eric_qwen_custom_voice.wav	male	Eric	qwen_custom_voice	8	"Clear, masculine-presenting, calm, polished, adult, composed, thoughtful, professional, smooth, steady, narrator-friendly, slightly serious"	6	"Neutral-to-serious, thoughtful, controlled, mildly reflective, emotionally restrained without sounding cold"	6	"Moderate warmth; approachable and trustworthy, but more composed than affectionate or playful"	8	"Very calm, steady, measured, and controlled"	3	"Low happiness impression; pleasant but not cheerful, bubbly, or comic"	2	Very little sadness; only lightly reflective or serious	8	"Polished, articulate, professional, mature, and slightly formal"	9	Very clear delivery with strong intelligibility and clean pronunciation	8	"Smooth and clean, with a controlled masculine adult texture"	5	Medium-low to medium energy; engaged but not animated or dramatic	8	"Confident in a calm, professional, quietly authoritative way"	8	"Strong fit for audiobook narration, serious guide, calm assistant, reflective male narrator, or composed advisor"	5	"Moderate character-acting fit; best for sincere, thoughtful, mentor-like, noble, or serious roles rather than extreme drama"	1	Strongly masculine-presenting voice	30	48	"Adult voice impression, roughly early-30s to late-40s"	5	"Smooth, clean, clear, masculine, composed, polished, measured, professional, lightly serious"	Adult male narrator; calm guide; thoughtful mentor; professional assistant; reflective protagonist; composed advisor; serious scholar	Child character; bubbly comic relief; frantic action scene; elderly character; gruff villain; wild fantasy villain	"This voice sounds like a composed adult man whose calm clarity and professional restraint make narration feel grounded, serious, and quietly trustworthy."	I did not need to prove I was brave; the choice had already been made in the silence before I spoke.
male_Aiden_qwen_custom_voice.wav	male	Aiden	qwen_custom_voice	8	"Clear, masculine-presenting, youthful-adult, warm, polished, expressive, smooth, confident, friendly, modern, narrator-friendly, lightly earnest"	7	"Positive-to-neutral, sincere, engaged, lightly warm, emotionally present without sounding overly dramatic"	7	"Warm and approachable, with a friendly modern tone and a sincere quality"	7	"Calm and controlled, but with more vocal movement and life than a flat narrator voice"	5	"Mildly pleasant and lightly upbeat, but not comic, bubbly, or exaggerated"	2	Very little sadness; only lightly reflective or serious	7	"Polished, articulate, modern, educated, and composed without sounding overly formal"	9	Very clear delivery with strong intelligibility and clean pronunciation	8	"Smooth and clean, with a youthful masculine tenor/baritone texture"	6	Medium energy; engaged and expressive while still controlled enough for audiobook use	8	"Confident in a friendly, clear, and sincere way, not booming or stern"	8	"Strong fit for young male narration, sincere protagonist, calm guide, friendly assistant, or modern story narrator"	6	"Good character-acting fit for sincere, hopeful, noble, thoughtful, or emotionally open male roles; less suited for extreme harshness"	1	Strongly masculine-presenting voice	23	38	"Young adult to adult, roughly early-20s to late-30s"	6	"Smooth, clean, clear, masculine, youthful, polished, lightly warm, expressive, modern"	Young male narrator; sincere hero; thoughtful prince; friendly assistant; calm guide; hopeful companion; reflective protagonist	Elderly character; gruff villain; deep older authority figure; gritty survivor; wild comic relief; booming warrior	"This voice sounds like a sincere young man whose clear, warm, and controlled delivery would work well for a hopeful protagonist or friendly modern narrator."	"I thought courage would feel louder than this, but when the moment came, it sounded exactly like my own quiet voice."
female_Serena_qwen_custom_voice.wav	female	Serena	qwen_custom_voice	8	"Bright, feminine, clear, youthful-adult, smooth, friendly, polished, expressive, lightly warm, modern, narrator-friendly, gently animated"	7	"Positive-to-neutral, sincere, lightly upbeat, emotionally present, expressive without sounding exaggerated or theatrical"	7	"Warm and approachable, with a friendly and lightly reassuring quality; personable rather than deeply tender"	7	"Calm and controlled, with enough vocal movement to feel alive rather than flat"	6	"Pleasant and lightly cheerful, with a bright optimistic tone but not bubbly or comic"	1	"Very little sadness; more open, hopeful, and friendly than somber"	7	"Polished, articulate, modern, and professional, but more friendly than formal or elegant"	9	Very clear delivery with strong intelligibility and clean pronunciation	8	"Smooth and clean, with a bright mid-to-higher feminine tone"	6	Medium energy; engaged and expressive while still controlled enough for audiobook narration	8	"Confident in a clear, friendly, and emotionally open way, not stern or forceful"	8	"Strong fit for contemporary audiobook narration, warm assistant voice, hopeful character narration, or friendly story narration"	6	"Good character-acting fit for kind, sincere, hopeful, curious, young, or emotionally open roles; less suited for harsh extremes"	9	Strongly feminine-presenting voice	21	35	"Young adult to adult, roughly early-20s to mid-30s"	6	"Bright, smooth, clean, youthful, polished, lightly animated, friendly, clear, modern"	Warm young narrator; hopeful heroine; friendly assistant; curious young woman; kind guide; contemporary story narrator; gentle fantasy companion	Elderly character; harsh villain; gritty survivor; stern authority figure; deep tragic role; rough comic relief	"This voice sounds like a bright and sincere young woman whose clear, friendly delivery makes narration feel open, hopeful, and emotionally accessible."	"I smiled before I knew why, as if some small part of me had already heard the good news coming."
male_Ryan_qwen_custom_voice.wav	male	Ryan	qwen_custom_voice	8	"Clear, masculine-presenting, adult, warm, polished, expressive, smooth, confident, modern, narrator-friendly, grounded, lightly emotional"	7	"Neutral-to-positive, sincere, engaged, mildly warm, emotionally present, with more movement than a flat narrator voice"	7	"Warm and approachable, with a friendly adult tone and a sincere trustworthy quality"	7	"Calm and controlled overall, but with enough vocal movement to feel alive and conversational"	5	"Mildly pleasant and lightly upbeat, but not comedic, bubbly, or exaggerated"	2	Very little sadness; only lightly reflective or serious	7	"Polished, articulate, modern, professional, and composed without sounding overly formal"	9	Very clear delivery with strong intelligibility and clean pronunciation	8	"Smooth and clean, with a masculine tenor-to-baritone texture and polished synthetic consistency"	6	Medium energy; engaged and expressive while still controlled enough for audiobook use	8	"Confident in a friendly, clear, mature, and grounded way"	8	"Strong fit for adult male narration, sincere protagonist, calm guide, friendly assistant, modern story narrator, or thoughtful companion"	6	"Good character-acting fit for sincere, hopeful, noble, thoughtful, friendly, or emotionally open male roles; less suited for extreme harshness"	1	Strongly masculine-presenting voice	28	45	"Adult voice impression, roughly late-20s to mid-40s"	6	"Smooth, clean, clear, masculine, lightly warm, polished, expressive, grounded, modern"	Adult male narrator; sincere hero; thoughtful companion; calm guide; friendly assistant; reflective protagonist; grounded mentor	Child character; elderly character; gruff villain; booming warrior; wild comic relief; frantic panic scene	"This voice sounds like a grounded adult man whose clear, warm, and confident delivery would work well for sincere narration or a thoughtful protagonist with emotional restraint."	"I wanted to believe the road ahead was simple, but every step taught me that courage was quieter than I expected."
male_Fu2_qwen_custom_voice.wav	male	Fu2	qwen_custom_voice	8	"Clear, masculine-presenting, youthful, polished, smooth, lightly warm, articulate, composed, modern, higher-tenor, narrator-friendly, slightly androgynous"	6	"Neutral-to-positive, controlled, mildly earnest, thoughtful, emotionally present but not strongly dramatic"	6	"Moderate warmth; approachable and sincere, but more polished than deeply affectionate"	7	"Calm and steady, with enough movement to avoid sounding flat"	4	"Mildly pleasant and lightly optimistic, but not playful, comic, or strongly cheerful"	2	Very little sadness; only lightly reflective or serious	7	"Polished, articulate, modern, educated, and slightly formal without sounding stiff"	9	Very clear delivery with strong intelligibility and clean pronunciation	8	"Smooth and clean, with a light masculine tenor texture and polished synthetic consistency"	5	Medium-low to medium energy; engaged but not highly animated	7	"Confident in a calm, sincere, and controlled way, not booming or forceful"	8	"Strong fit for youthful male narration, calm guide, thoughtful assistant, reflective protagonist, or modern story narrator"	5	"Moderate character-acting fit; best for sincere, thoughtful, gentle, youthful, or noble roles rather than extreme drama"	2	Masculine-presenting with a lighter higher-tenor edge; slightly androgynous at moments	22	36	"Young adult voice impression, roughly early-20s to mid-30s"	5	"Light tenor, smooth, clean, clear, polished, youthful, lightly warm, composed, modern"	Young male narrator; thoughtful prince; gentle hero; calm guide; friendly assistant; reflective student; sincere companion	Deep older authority figure; gruff villain; elderly character; gritty survivor; booming warrior; wild comic relief	"This voice sounds like a sincere young man with a light, polished tone, well suited for thoughtful narration or a gentle protagonist who feels calm, modern, and emotionally restrained."	"I tried to speak as if I understood the world, but the truth was I was still learning how much courage could fit inside a quiet heart."
male_Eric_qwen_custom_voice(1).wav	male	Eric	qwen_custom_voice	8	"Clear, masculine-presenting, youthful-adult, polished, smooth, calm, articulate, thoughtful, lightly warm, narrator-friendly, modern, slightly earnest"	6	"Neutral-to-positive, thoughtful, controlled, mildly earnest, emotionally present without sounding highly dramatic"	6	"Moderate warmth; approachable and sincere, but more composed than affectionate or playful"	7	"Calm and steady, with controlled phrasing and some expressive pitch movement"	4	"Mildly pleasant, but not strongly cheerful, comic, or playful"	2	Very little sadness; only lightly reflective or serious	7	"Polished, articulate, modern, educated, and composed without sounding overly formal"	9	Very clear delivery with strong intelligibility and clean pronunciation	8	"Smooth and clean, with a lighter masculine tenor texture and polished synthetic consistency"	5	Medium-low to medium energy; engaged but not animated or dramatic	8	"Confident in a calm, clear, thoughtful way, not booming or forceful"	8	"Strong fit for young male narration, calm guide, thoughtful assistant, reflective protagonist, or modern story narrator"	5	"Moderate character-acting fit; best for sincere, thoughtful, gentle, noble, or friendly roles rather than extreme drama"	1	Strongly masculine-presenting with a lighter youthful tenor edge	24	40	"Young adult to adult, roughly mid-20s to around 40"	5	"Light masculine tenor, smooth, clean, clear, polished, composed, lightly warm, modern, mildly expressive"	Young male narrator; thoughtful protagonist; calm guide; friendly assistant; educated scholar; sincere companion; reflective prince	Deep older authority figure; gruff villain; elderly character; gritty survivor; booming warrior; wild comic relief	"This voice sounds like a thoughtful young man whose clear, polished delivery feels calm, sincere, and well suited for reflective narration or a gentle protagonist."	I spoke quietly because I had finally learned that courage does not always need to sound certain.
male_Aiden_qwen_custom_voice(1).wav	male	Aiden	qwen_custom_voice	8	"Clear, masculine-presenting, youthful-adult, smooth, polished, warm, articulate, calm, sincere, modern, narrator-friendly, gently expressive"	7	"Neutral-to-positive, sincere, emotionally present, lightly earnest, controlled without sounding flat or detached"	7	"Warm and approachable, with a friendly young-adult tone and a trustworthy quality"	7	"Calm and controlled, with enough expressive movement to feel alive rather than mechanical"	5	"Mildly pleasant and lightly optimistic, but not comic, bubbly, or exaggerated"	2	Very little sadness; only lightly reflective or serious	7	"Polished, articulate, modern, educated, and composed without sounding overly formal"	9	Very clear delivery with strong intelligibility and clean pronunciation	8	"Smooth and clean, with a youthful masculine tenor/baritone texture"	6	Medium energy; engaged and expressive while still controlled enough for audiobook use	8	"Confident in a friendly, clear, sincere way, not booming or stern"	8	"Strong fit for young male narration, sincere protagonist, friendly assistant, hopeful guide, or modern story narrator"	6	"Good character-acting fit for sincere, hopeful, noble, thoughtful, or emotionally open male roles; less suited for extreme harshness"	1	Strongly masculine-presenting voice	23	39	"Young adult to adult, roughly early-20s to late-30s"	6	"Smooth, clean, clear, masculine, youthful, lightly warm, polished, expressive, modern"	Young male narrator; sincere hero; thoughtful prince; friendly assistant; calm guide; hopeful companion; reflective protagonist	Elderly character; gruff villain; deep older authority figure; gritty survivor; booming warrior; wild comic relief	"This voice sounds like a sincere young man with clear, warm, controlled delivery, well suited for hopeful narration or a thoughtful protagonist who feels emotionally open but not overly dramatic."	"I wanted to sound certain, but the truth was softer than courage and somehow stronger than fear."
female_Sohee_qwen_custom_voice.wav	female	Sohee	qwen_custom_voice	8	"Bright, feminine, youthful-adult, clear, smooth, polished, friendly, lightly warm, modern, expressive, narrator-friendly, gently upbeat"	7	"Positive-to-neutral, sincere, lightly cheerful, emotionally present, friendly without sounding exaggerated or theatrical"	7	"Warm and approachable, with a pleasant young-adult tone and a gently reassuring quality"	7	"Calm and controlled, with enough vocal movement to feel natural and engaged rather than flat"	6	"Lightly cheerful and optimistic, but not bubbly, comic, or overly animated"	1	"Very little sadness; more bright, open, and friendly than somber or reflective"	7	"Polished, articulate, modern, and professional, but more friendly than formal or elegant"	9	Very clear delivery with strong intelligibility and clean pronunciation	8	"Smooth and clean, with a bright mid-to-higher feminine tone"	6	Medium energy; engaged and expressive while still controlled enough for audiobook narration	8	"Confident in a clear, friendly, youthful, and emotionally open way"	8	"Strong fit for contemporary audiobook narration, warm assistant voice, hopeful character narration, friendly story narration, or young heroine roles"	6	"Good character-acting fit for kind, sincere, hopeful, curious, young, or emotionally open roles; less suited for harsh extremes"	9	Strongly feminine-presenting voice	20	34	"Young adult voice impression, roughly early-20s to mid-30s"	6	"Bright, smooth, clean, youthful, polished, lightly animated, friendly, clear, modern, gently warm"	Warm young narrator; hopeful heroine; friendly assistant; curious young woman; kind guide; contemporary story narrator; gentle fantasy companion	Elderly character; harsh villain; gritty survivor; stern authority figure; deep tragic role; rough comic relief	"This voice sounds like a bright and sincere young woman whose clear, friendly delivery makes narration feel hopeful, modern, and emotionally accessible."	"I tried to sound brave, but the smallest hope in my voice gave away the truth before I could hide it."
male_Adam_kokoro.wav	male	Adam	kokoro	8	"Deep, masculine-presenting, mature, calm, polished, grounded, clear, confident, composed, narrator-friendly, slightly serious, authoritative"	6	"Neutral-to-serious, controlled, thoughtful, grounded, mildly reflective, emotionally restrained without sounding cold"	6	"Moderate warmth; trustworthy and steady, but more authoritative than affectionate or playful"	8	"Very calm, steady, measured, and composed"	3	"Low happiness impression; pleasant enough but not cheerful, playful, or comic"	2	Very little sadness; only lightly reflective or serious	8	"Polished, articulate, mature, professional, and quietly authoritative"	9	Very clear delivery with strong intelligibility and clean pronunciation	8	"Smooth and clean, with a deeper masculine baritone texture"	5	"Medium-low to medium energy; present and grounded, but not animated or dramatic"	8	"Confident in a calm, mature, controlled way; quietly authoritative rather than forceful"	9	"Very strong fit for mature audiobook narration, serious guide, fatherly narrator, documentary voice, advisor, or grounded male protagonist"	5	"Moderate character-acting fit; best for wise, serious, calm, protective, noble, or authoritative roles rather than extreme emotion"	1	Strongly masculine-presenting voice	35	58	"Adult to mature adult, roughly mid-30s to late-50s"	5	"Deep baritone, smooth, clean, clear, mature, grounded, polished, composed, lightly serious"	Mature narrator; wise mentor; father figure; calm king; serious advisor; documentary speaker; grounded protagonist	Child character; youthful comic relief; frantic panic scene; bubbly role; high-energy trickster; elderly frail character	"This voice sounds like a calm, mature man whose deep and steady delivery gives narration a grounded, trustworthy, and quietly authoritative feeling."	"I had learned that strength was not the sound of a raised voice, but the silence that remained when fear no longer ruled me."
male_Echo_kokoro.wav	male	Echo	kokoro	8	"Deep, masculine-presenting, calm, warm, clear, mature, polished, grounded, steady, trustworthy, narrator-friendly, slightly serious"	6	"Neutral-to-warm, thoughtful, controlled, mildly reflective, emotionally steady without sounding cold or flat"	7	"Warm and approachable, with a grounded trustworthy quality; more reassuring than playful"	8	"Very calm, steady, measured, and controlled"	4	"Mild pleasantness, but not strongly cheerful, comic, or upbeat"	2	Very little sadness; only lightly reflective or serious	8	"Polished, articulate, mature, professional, and quietly sophisticated"	9	Very clear delivery with strong intelligibility and clean pronunciation	8	"Smooth and clean, with a deeper masculine baritone texture and controlled synthetic consistency"	5	"Medium-low to medium energy; present and grounded, but not animated or dramatic"	8	"Confident in a calm, mature, quietly authoritative way"	9	"Very strong fit for audiobook narration, documentary narration, serious guide, calm mentor, fatherly narrator, or grounded protagonist"	5	"Moderate character-acting fit; best for wise, sincere, protective, serious, noble, or reflective roles rather than extreme emotion"	1	Strongly masculine-presenting voice	35	55	"Adult to mature adult, roughly mid-30s to mid-50s"	5	"Deep baritone, smooth, clean, clear, warm, grounded, polished, composed, lightly serious"	Mature narrator; wise mentor; calm father figure; documentary speaker; serious advisor; grounded protagonist; protective guide	Child character; youthful comic relief; frantic panic scene; bubbly role; high-energy trickster; frail elderly character	"This voice sounds like a calm, mature man whose warm baritone gives narration a grounded, trustworthy, and quietly reassuring feeling."	I spoke softly because the truth was already strong enough to stand on its own.
male_Fenrir_kokoro.wav	male	Fenrir	kokoro	8	"Deep, masculine-presenting, mature, dark, grounded, calm, firm, authoritative, polished, serious, fantasy-friendly, narrator-capable"	6	"Neutral-to-serious, controlled, grounded, slightly dark, emotionally restrained, with a dramatic undertone rather than warmth or cheerfulness"	4	"Low-to-moderate warmth; trustworthy in a strong protective way, but more stern and guarded than friendly or affectionate"	8	"Very calm, steady, measured, controlled, and deliberate"	2	"Low happiness impression; not cheerful, playful, bright, or comic"	3	"Lightly somber or heavy, but not openly sad or vulnerable"	7	"Polished and articulate, with a mature dramatic authority rather than casual friendliness"	8	"Clear delivery with strong intelligibility, though the darker tone feels heavier than softer narrator voices"	7	"Smooth enough for narration, with a firmer darker masculine texture and slight dramatic edge"	5	Medium-low to medium energy; controlled and present rather than animated or fast	9	"Very confident, firm, grounded, and quietly commanding"	8	"Strong fit for dark fantasy narration, serious male narration, villain narration, mythic storytelling, or intense dramatic guide"	7	"Good character-acting fit for stern, powerful, protective, dangerous, villainous, mythic, or warrior-like roles"	1	Strongly masculine-presenting voice	38	60	"Adult to mature adult, roughly late-30s to around 60"	5	"Deep baritone, firm, dark, smooth, controlled, grounded, polished, serious, slightly ominous"	Dark narrator; stern king; wolfish guardian; villain; warlord; mythic warrior; dangerous mentor; serious father figure	Young comic relief; child character; bubbly friend; gentle romantic lead; high-cheerfulness role; soft assistant voice	"This voice sounds like a powerful mature man whose calm, dark authority makes the listener feel that every word carries weight, warning, and control."	I did not bare my teeth because I was angry; I did it so the darkness would remember who ruled it.
male_Liam_kokoro.wav	male	Liam	kokoro	8	"Clear, masculine-presenting, youthful-adult, smooth, polished, calm, lightly warm, articulate, sincere, modern, narrator-friendly, gentle"	6	"Neutral-to-positive, thoughtful, controlled, mildly earnest, emotionally present but not strongly dramatic"	6	"Moderate warmth; approachable and sincere, with a gentle young-adult quality rather than deep authority"	7	"Calm and steady, with enough natural movement to avoid sounding flat"	4	"Mild pleasantness, but not strongly cheerful, playful, or comic"	2	Very little sadness; only lightly reflective or serious	7	"Polished, articulate, modern, educated, and composed without sounding overly formal"	9	Very clear delivery with strong intelligibility and clean pronunciation	8	"Smooth and clean, with a lighter masculine tenor/baritone texture and polished consistency"	5	Medium-low to medium energy; engaged but not highly animated or dramatic	7	"Confident in a calm, sincere, gentle way, not booming or forceful"	8	"Strong fit for youthful male narration, thoughtful protagonist, calm guide, friendly assistant, or modern story narrator"	5	"Moderate character-acting fit; best for sincere, gentle, thoughtful, noble, or emotionally restrained roles rather than extreme drama"	1	Strongly masculine-presenting with a lighter youthful edge	24	40	"Young adult to adult, roughly mid-20s to around 40"	5	"Smooth, clean, clear, masculine, youthful-adult, lightly warm, polished, calm, sincere"	Young male narrator; gentle hero; thoughtful prince; calm guide; friendly assistant; sincere companion; reflective protagonist	Deep older authority figure; gruff villain; elderly character; gritty survivor; booming warrior; wild comic relief	"This voice sounds like a sincere young man whose calm, polished delivery feels gentle, thoughtful, and well suited for reflective narration or a kind protagonist."	I spoke softly because some promises are too important to carry with anything louder than the truth.
male_Michael_kokoro.wav	male	Michael	kokoro	8	"Deep, masculine-presenting, mature, calm, clear, polished, warm, grounded, composed, confident, narrator-friendly, trustworthy"	6	"Neutral-to-warm, thoughtful, controlled, mildly reflective, emotionally steady without sounding cold or overly dramatic"	7	"Warm and approachable, with a mature trustworthy quality; reassuring rather than playful"	8	"Very calm, steady, measured, and controlled, with clean pauses and composed phrasing"	4	"Mild pleasantness, but not strongly cheerful, comic, or upbeat"	2	Very little sadness; only lightly reflective or serious	8	"Polished, articulate, mature, professional, and quietly sophisticated"	9	Very clear delivery with strong intelligibility and clean pronunciation	8	"Smooth and clean, with a deeper masculine baritone texture"	5	"Medium-low to medium energy; present and grounded, but not animated or dramatic"	8	"Confident in a calm, mature, quietly authoritative way"	9	"Very strong fit for audiobook narration, documentary narration, serious guide, calm mentor, fatherly narrator, or grounded protagonist"	5	"Moderate character-acting fit; best for wise, sincere, protective, serious, noble, or reflective roles rather than extreme emotion"	1	Strongly masculine-presenting voice	35	55	"Adult to mature adult, roughly mid-30s to mid-50s"	5	"Deep baritone, smooth, clean, clear, warm, grounded, polished, composed, lightly serious"	Mature narrator; wise mentor; calm father figure; documentary speaker; serious advisor; grounded protagonist; protective guide	Child character; youthful comic relief; frantic panic scene; bubbly role; high-energy trickster; frail elderly character	"This voice sounds like a calm, mature man whose warm baritone gives narration a grounded, trustworthy, and quietly reassuring authority."	"I had learned that the strongest promises are not shouted into the world; they are kept quietly, even when no one is watching."
male_Onyx_kokoro.wav	male	Onyx	kokoro	9	"Very deep, masculine-presenting, mature, calm, authoritative, polished, grounded, serious, confident, smooth, narrator-friendly, commanding"	6	"Neutral-to-serious, controlled, grounded, emotionally restrained, with a strong authoritative presence rather than overt warmth or cheerfulness"	5	"Moderate warmth; trustworthy and steady, but more commanding and formal than affectionate or playful"	9	"Very calm, slow, steady, deliberate, composed, and controlled"	2	"Low happiness impression; not cheerful, playful, bright, or comic"	3	"Lightly serious or somber, but not openly sad or vulnerable"	8	"Polished, mature, articulate, professional, and quietly authoritative"	9	Very clear delivery with strong intelligibility and clean pronunciation	8	"Smooth and clean, with a very deep masculine bass/baritone texture"	4	"Medium-low energy; controlled, weighty, and deliberate rather than animated"	9	"Very confident, firm, mature, and quietly commanding without sounding rushed or aggressive"	9	"Very strong fit for mature audiobook narration, serious guide, documentary narration, kingly voice, mentor, or grounded authority figure"	6	"Good character-acting fit for stern, wise, protective, powerful, noble, villainous, or mythic roles, less for playful extremes"	1	Strongly masculine-presenting voice	40	62	"Adult to mature adult, roughly early-40s to early-60s"	5	"Very deep bass/baritone, smooth, clean, controlled, grounded, mature, polished, serious, commanding"	Mature narrator; stern king; wise mentor; documentary speaker; serious advisor; powerful guardian; mythic authority; calm villain	Child character; youthful comic relief; bubbly friend; gentle romantic lead; frantic panic scene; high-cheerfulness role	"This voice sounds like a calm, powerful mature man whose deep, deliberate delivery makes every line feel grounded, serious, and quietly commanding."	I did not need to threaten the storm; I only had to stand still long enough for it to remember my name.
