	narrator	Adam	male	Story narrator
	*Plum	Fable	*male	14. A fruit from a plum tree, mentioned in grammar section
	*Plum tree	Onyx	*male	14. A type of tree, mentioned in grammar section
	*Ponce Pila-tawn	Eric	*male	14. A religious figure mentioned in the creed
	*Pontiac	Onyx	*male	1. Odjebwe (Chippewa) chief of St. Clair who instigated the massacre of the old fort on the Straits of Mackinac, also known as Bwondiac
	*Prairie hen	Puck	*male	14. A bird, mentioned in grammar section
	*Pun-go-wish	Michael	male	1. War chief of the Ottawa tribe, grandfather of the narrator who was a sub-chief and great-grandfather of the narrator
	*Pung-o-wish	Onyx	male	5. Eldest son of the Author's father, great hunter among the Ottawas. Later called Peter after being baptised into Catholic religion.
	*Puppy	Echo	*male	14. A young dog, mentioned in grammar section
	*Rabbit	Echo	*male	14. An animal, mentioned in grammar section
	*Raccoon	Kumo	*male	14. An animal, mentioned in grammar section
	*Red raspberry	Psi	*male	14. A type of berry, mentioned in grammar section
	*Rev. Father Baden	Psi	*male	6. An old Catholic priest who baptized many Indians at Arbor Croche in 1825, including the narrator
	*Rev. Mr. Baraga	George	*male	6. A priest who replaced Rev. Mr. Dejan at Little Traverse in 1830 and did not maintain the same level of care for children as his predecessor
	*Rev. Mr. Dejan	Onyx	*male	6. A French priest who established the mission at Little Traverse and built a church, schoolhouse, and living quarters
	*Rev. Mr. Seajean	Puck	*male	5. Missionary who delivered a letter to William's sister Margaret.
	*Rich land	Lewis	*male	14. Fertile or valuable land, mentioned in grammar section
	*River	Kumo	*male	14. Large stream of water, mentioned in grammar section
	*Robert Campbell	Kumo	*male	7. A Christian man who took Jackson on a voyage to Mackinac Island in 1840. Provided guidance and support during Jackson's early travels.
	*Robin	Onyx	*male	14. A bird, mentioned in grammar section
	*Samuel Bissell	Daniel	*male	7. Principal of the Twinsburg Institute in Ohio, who helped Jackson find work and arranged for Rev. Alvin Coe to visit him.
	*Sand	Psi	*male	14. Granular material, mentioned in grammar section
	*Saw-gaw-kee	Santa	*male	4. Head chief of Ottawa nation who believed the Shawanee Prophet's teachings and went west, died there
	*Senecas	Kumo	*male	3. Iroquois Indians from New York who attacked and massacred the Michinemackinawgoes tribe on Mackinac Island during a winter war dance celebration.
	*Shaw-be-nee	Lewis	*male	4. Uncle on mother's side, brave warrior who served in the War of 1812, traveled freely throughout the United States due to government privilege for patriotism and bravery
	*Shaw-ko-we-sy	Fable	male	11. Successor to Kaw-be-naw, almost equal in power. Led the Ottawas against the Wenebagoes and killed many as predicted by Kaw-be-naw.
	*Sheep head	Puck	*male	14. A type of fish, mentioned in grammar section
	*Shoe	Santa	*male	14. A foot covering, mentioned in grammar section
	*Small boat	Puck	*male	14. A smaller watercraft, mentioned in grammar section
	*Small box	Alex	*male	14. A smaller container, mentioned in grammar section
	*Soiled land	George	*male	14. Land that has been contaminated, mentioned in grammar section
	*Son	Omega	*male	14. A male child who should be treated with respect according to precept 18
	*Spider	Psi	*male	14. An insect, mentioned in grammar section
	*Spirit	Daniel	*male	14. A supernatural being who inhabits natural formations according to precept 5
	*Spirit land	Fable	*male	14. A place where good spirits dance according to precept 21
	*Spring	Psi	*male	14. The season between winter and summer, mentioned in grammar section
	*Squirrel	Liam	*male	14. An animal, mentioned in grammar section
	*Star	George	*male	14. A celestial body that shines, mentioned in grammar section
	*Stone house	Onyx	*male	14. A building made of stone, mentioned in grammar section
	*Storm	Liam	*male	14. A violent weather event, mentioned in grammar section
	*Stranger	Michael	*male	14. A foreign person who should be fed according to precept 12
	*Sturgeon	Daniel	*male	14. A type of fish, mentioned in grammar section
	*Sucker	Eric	*male	14. A type of fish, mentioned in grammar section
	*Summer	Eric	*male	14. A season of the year, mentioned in grammar section
	*Sun	Onyx	*male	14. The star that provides light and heat, mentioned in grammar section
	*Swamp	Alex	*male	14. Wetland area, mentioned in grammar section
	*Tamarack swamp	Santa	*male	14. A type of wetland, mentioned in grammar section
	*Tchi-baw-yaw-booz	Lewis	*male	14. A spirit who leads good spirits in the afterlife according to precept 21
	*Tchi-baw-yaw-te-gong	Santa	*male	14. A spirit who leads good spirits in the afterlife according to precept 21
	*Tchi-bay-kon	Fenrir	*male	14. A road in the spirit world according to precept 21
	*The Author's Father	Liam	male	5. Head speaker for the Ottawa and Chippewa Indians, appointed after his return to Arbor Croche. The only man friendly to education among the Indians. Made his own alphabet 'Paw-pa-pe-po' and taught others to read and write. Taught grown Indians in a wigwam that served as a schoolhouse.
	*The beaver	Echo	*male	9. An animal that was sent by Ne-naw-bo-zhoo to dive to the bottom of the water but died in the attempt. | 14. An animal, mentioned in grammar section
	*The father	Santa	*male	13. A revered figure in the narrator's life who taught him to love and value his birth land. He is described as having instructed the narrator about the gift of the Great Spirit. | 14. A parental figure who should be honored according to precept 6 | 14. A male parent, mentioned in grammar section
	*The great black wolf	Alex	*male	9. Ne-naw-bo-zhoo's hunting dog, described as a great black wolf who was killed by the god of the deep.
	*The monster brother	Fenrir	*male	9. Ne-naw-bo-zhoo's evil brother who was born with a body like flint stone and caused his mother's death. He is described as being made of hard flintstone.
	*The muskrat	Psi	*male	9. An animal that was sent by Ne-naw-bo-zhoo to dive to the bottom of the water and successfully brought up earth. | 14. An animal, mentioned in grammar section
	*The raven	Nicola	*male	9. An animal that carried the earth parcel from Ne-naw-bo-zhoo to help recede the flood waters.
	*Thrasher	George	*male	14. A bird, mentioned in grammar section
	*Trout	Kumo	*male	14. A type of fish, mentioned in grammar section
	*Turkey	Nicola	*male	14. A bird, mentioned in grammar section
	*Uncle	Onyx	*male	14. A male uncle, mentioned in grammar section
	*Underground race	Daniel	*male	4. Ancestral tribe of the Ottawa people who made habitations in ground by making holes, also called Pe-pe-gwen tribe
	*Urons	Nicola	*male	4. Former Indian tribe that occupied Saw-gi-naw bay and has vanished from existence
	*Wa-ke-zoo	Puck	*male	4. Father's brother, great chieftain who died in Manitoba country, also a prophet and magician
	*Walnut	Kumo	*male	14. A type of nut, mentioned in grammar section
	*Wardsworth	Onyx	*male	7. Young chief from Cross Village who accompanied Jackson on his journey to Detroit in winter, walking through snow and wilderness.
	*Warpath	Onyx	*male	14. A military context where murder is permitted according to precept 14
	*Warrior Wing	Lewis	*male	8. Uncle of Blackbird, a former friend of Governor Lewis Cass who fought in the War of 1812
	*Water	Puck	*male	14. Liquid, mentioned in grammar section
	*Waw-wo-yaw-ge-she-maw	Eric	*male	4. Shawanee Prophet, Tecumseh's brother who preached to Ottawas and Chippewas about returning to old ways, claimed the Great Spirit would shake the earth as proof
	*Way-ne-zhe-shed	Alex	*male	14. A spiritual path or way according to the creed
	*We-me-gen-de-bay	Lewis	male	11. Noted chief of the Ottawas who discovered a great copper kettle in the wilderness, which was considered sacred and later used for boiling sugar sap.
	*We-ne-be-goes	Liam	*male	3. A tribe defeated by the Ottawas during a war dance celebration at Manitoulin Island, which led to the Senecas attacking the Michinemackinawgoes.
	*Weasel	Daniel	*male	14. An animal, mentioned in grammar section
	*white man	Fenrir	*male	2. A white man who came to the Indian's wigwam in the dead of night and dragged the mother of his children from her husband
	*white man who killed the Indian	Alex	*male	2. A white man who was killed by an Indian in self-defense after being accused of dragging the Indian's wife from his wigwam
	*White raspberry	Nicola	*male	14. A type of berry, mentioned in grammar section
	*White-thunder	Santa	*male	2. A young Chippewa Indian who killed a white man while defending his wife from being taken by the white man in the night
	*Whitefish	George	*male	14. A type of fish, mentioned in grammar section
	*Willow	Lewis	*male	14. A type of tree, mentioned in grammar section
	*Wind	Omega	*male	14. Moving air, mentioned in grammar section
	*Winter	Santa	*male	14. A season of the year, mentioned in grammar section
	*Wolf	Alex	*male	14. An animal, mentioned in grammar section
	*Woodcock	Liam	*male	14. A bird, mentioned in grammar section
	*Woodpecker	Lewis	*male	14. A bird, mentioned in grammar section
	*Woodtick	Alex	*male	14. An insect, mentioned in grammar section
	*World	Daniel	*male	14. The earth or planet, mentioned in grammar section
	*Year ago last spring	Nicola	*male	14. A time period, mentioned in grammar section
	*Yellow corn	Echo	*male	14. A type of corn, mentioned in grammar section
	*young Chippewa	Eric	*male	2. A young male Indian who was stabbed by an Ottawa while disputing over fishing nets on the Straits of Mackinac
	*young Ottawa	Puck	*male	2. A young male Indian who stabbed a young Chippewa over a dispute about fishing nets on the Straits of Mackinac, leading to near-war between tribes
	*Aunt	Alloy	*female	14. A female aunt, mentioned in grammar section
	*Auntie Margaret	Xiaoxiao	*female	5. Sister of William Blackbird, also known as Queen of the Ottawas. Sent to Cincinnati and then Little Traverse for schooling. Later became teacher at Catholic institution.
	*Blackbird's wife	Tebukuro	*female	8. Young lady who becomes Blackbird's wife in 1858, described as his beloved
	*Cow	Jessica	*female	14. A female cattle animal, mentioned in grammar section
	*Daughter	Bella	*female	14. A female child who should be treated with respect according to precept 18
	*Female cousin	Emma	*female	14. A female cousin, mentioned in grammar section
	*girl	Kore	*female	2. A young female who was selected by her parents' neighbors to be married to a young man | 14. A young female, mentioned in grammar section
	*Indian woman	Xiaoni	*female	14. A female indigenous person, mentioned in grammar section
	*lover	Dora	*female	2. A female who was killed by a young Ottawa man at Arbor Croche
	*Mari-yon	River	*female	14. A religious figure mentioned in the creed
	*mother of his children	Lily	*female	2. A woman who was dragged from her husband's wigwam by a white man in the night, leading to her husband killing the white man
	*Old woman	Nicole	*female	14. An elderly female person, mentioned in grammar section
