	narrator	Adam	male	Story narrator
	*Borden	Fable	*male	7. A male who is associated with a brand of sweetened milk that the author finds sickish and prefers to avoid.
	*Colt	Onyx	*male	4. A manufacturer of a .45 Colt revolver used by the narrator
	*Cook	Echo	*male	8. An experienced camp cook who provides detailed instructions and advice on camp cooking techniques, recipes, and methods for preparing various foods over an open fire.
	*Englishman	Omega	male	7. A male traveler who insisted on bringing marmalade on a trip, despite warnings about glass breaking. He was content with one unopened jar of marmalade for five weeks until it broke, after which he lamented its absence.
	*Ernest Britten	Lewis	male	6. Forest Ranger who invented improved fire irons called 'The Britten Fire Irons'
	*Friend	Santa	*male	7. A male traveler who made a comment about cooking at high altitude, stating 'all does not boil that bubbles.'
	*Grouse hunters	George	*male	3. Male hunters who shoot grouse in thickets and swamps of Michigan
	*Hoffmeir's	George	*male	7. A male company that produces German canned eggs, which the author finds evil tasting and inferior to other brands.
	*Hudson's Bay Company's post	Santa	*male	3. A male employee or representative of the Hudson's Bay Company who sells moccasins
	*Knorr	Liam	*male	7. A male company that produces compressed soups, which the author finds vary in quality from good to poor.
	*Lyman	Eric	*male	4. A manufacturer of sights for rifles and revolvers
	*Maggi	Alex	*male	7. A male company that produces soup tablets, which the author considers better packed than Knorr's but still inferior to some other brands.
	*Methuselah	Fenrir	*male	11. A bay horse purchased by the narrator who was old (16 years), badly stove forward from hard riding, but proved to be an excellent mountain pack horse capable of carrying packs and climbing well despite being unsound
	*Military stores	Kumo	*male	3. A male employee or representative of military stores who sells army gauntlets
	*Mr. Ernest Britten	Puck	male	9. A mountaineer in the Sierras who invented a superior pack rig for horses, known as the Britten pack rig
	*National Bakers' Egg Co.	Michael	*male	7. A male company that produces canned eggs, which the author considers the best of its kind.
	*Nessmuk	Nicola	*male	4. A person who created a fly dope formula
	*Pacifically inclined individuals	Onyx	*male	10. A group of people who attempt to resolve disputes about diamond hitch variations through nomenclature
	*Parker	Psi	*male	4. A manufacturer of a twelve gauge shotgun used by the narrator
	*President Roosevelt	Nicola	*male	1. The President of the United States who spoke personally to Jones during his Pacific Coast tour, according to Jones's account.
	*Prevet	Kumo	*male	7. A male company that produces Julienne, a French mixture of dried vegetables.
	*Putman Boot Company	Alex	*male	3. A male-owned company that makes durable boots
	*Reader	Eric	*male	8. The intended audience of the cooking instructions, likely a camp cook or outdoor enthusiast seeking guidance on preparing meals in wilderness conditions.
	*Rivermen	Fable	*male	3. Male river workers who wear khaki trousers and work in wet conditions
	*Robert Logan	Daniel	male	6. New York resident who presented the author with an 'Inspirator' device for kindling fires
	*Sam Fat	Nicola	*male	11. A pack horse owned by the narrator, described as heavy with a tremendous load capacity, sure-footed and well-behaved until he became gun shy after being startled by a popgun shot, causing him to panic and run away
	*Smith & Wesson	Puck	*male	4. A manufacturer of a .22 caliber pistol used by the narrator
	*The cow-puncher	Daniel	*male	2. A professional outdoorsman who travels with practical equipment but enjoys comfort when conditions allow, such as having a 'roll' during round-ups.
	*The cowboy	Nicola	*male	2. A professional outdoorsman who travels with practical equipment like a tin cup and slicker when necessary, but enjoys comfort when conditions allow. | 3. A male cowboy who rides horses and wears traditional western clothing including a slicker
	*The cruiser	Fenrir	*male	2. A professional outdoorsman who travels with a twenty-pound pack and uses practical equipment, but can enjoy luxury items when circumstances permit. | 2. A professional outdoorsman who travels with practical equipment and can enjoy luxury items when circumstances permit.
	*The greenhorn	Psi	*male	2. A novice outdoorsman who lacks experience and knowledge about wilderness living. He doesn't know better and carries too much equipment due to inexperience.
	*The Kid	Fenrir	*male	5. A character being criticized by Wes Thompson for their chopping skills and approach to using an axe
	*The Lone Packer	Psi	*male	10. A character who uses the Lone Packer Hitch, likely a packer or wilderness traveler
	*The prospector	Lewis	*male	2. A professional outdoorsman who carries minimal equipment when traveling but takes more supplies when conditions allow, such as with a burro train.
	*The Tough Youth	Psi	*male	2. An outdoorsman who deliberately seeks hardship and discomfort, claiming to be tough. He has a superior attitude toward comfort but is actually ignorant of proper wilderness practices.
	*Timber cruisers	Michael	*male	3. Male timber workers who travel through northern forests and need durable boots
	*Trout fishermen	Liam	*male	3. Male anglers who fish for trout and prefer woolen clothing over waders
	*W. & C. Scott & Sons	Echo	*male	4. A company that made a 16 gauge shotgun used by the narrator
	*The Squaw	Gongitsune	*female	10. A character who uses the Squaw Hitch, likely a woman or female figure in wilderness travel
