	narrator	Adam	male	Story narrator
	Torquemada	Lewis	*male	4. A historian who documented Aztec mythology, associated with serpent symbolism | 9. Spanish historian who wrote about Aztec beliefs and practices
	Yupanqui	Kumo	*male	2. Inca who spoke at a religious council about the Sun not being the universal creator and proposed the existence of a more powerful lord
	Xochiquetzal	Sarah	*female	5. Aztec goddess of love, sexual pleasure and childbirth
	coacooche	Alex		
	dogs	Alex		
	dogs and hens	Alex		
	dr. müller	Dylan		
	fish	Aiden		
	mill-stones	Alex		
	*Acagchemem	Eric	*male	4. A Native American tribe mentioned in the text, associated with eagle symbolism
	*Adam Hodgson	Psi	*male	9. Writer who documented Choctaw tradition about world destruction and resurrection
	*Ahriman	Lewis	*male	4. An evil deity in Persian mythology who battles Ormuzd, associated with serpent symbolism
	*Akanzas	Kumo	*male	4. A Native American tribe mentioned in the text, associated with eagle symbolism
	*Alexander Henry	Santa	*male	4. A traveler who documented rattlesnake beliefs, associated with serpent symbolism
	*Alexander von Humboldt	Nicola	*male	10. A scientist who mentioned the Botuto or Holy Trumpet society among Indians of the Orinoko
	*Alger	Puck	*male	9. Writer who studied the doctrine of a future life
	*Algonkin	Echo	*male	8. A group of tribes whose mythology describes the origin of man and includes the name 'inini' meaning life.
	*An intelligent observer	Daniel	*male	2. Observer who noted that Cherokees knew nothing of the Evil One except what they learned from white men
	*Angont	Santa	*male	5. Large lake monster in Huron mythology, source of sickness
	*Antietam	Omega	*male	4. A creek in Maryland with a name meaning snake, associated with serpent symbolism
	*Apocatequil	Kumo	*male	5. Peruvian god of thunder, lightning and storms
	*Apostle	Eric	*male	1. Refers to Saint Paul, who taught about the unity of human species and natural religions.
	*Araucanians	George	*male	1. A group of people known for their love of freedom and delight in war, contrasting with northern neighbors. | 4. A Native American tribe mentioned in the text, associated with serpent symbolism
	*Ass	Alex	*male	4. A foolish ass from German folk tales, used as an example of animal characters with consistent traits across different cultures
	*Ataguju	Psi	*male	5. Peruvian creator god, ruler of heaven and earth
	*Atatarho	Fable	*male	4. A mythical king of the Iroquois, associated with serpent symbolism
	*Athapascas	Kumo	*male	1. A linguistic stock of people who rove across the continent from Hudson's Bay to the Pacific, described as savage and lacking in sedentary life. | 4. A Native American tribe mentioned in the text, associated with bird symbolism | 8. A group of tribes whose myths describe man as a product of primal creative powers like the Spirit or Water.
	*Athenians	Daniel	*male	1. The people of Athens who initially mocked Paul's teachings about the unity of human species and natural religions.
	*Atnai	Psi	*male	8. A group of tribes who claim descent from a raven according to Athapascan mythology.
	*Auna	Fenrir	*male	3. North wind in Eskimo mythology
	*Aymara	Kumo	*male	8. An ancient people whose allegory of morning light flinging beams like snow-white foam relates to the cave myth.
	*Aztecs	Puck	*male	1. A great family of people who founded the empire of Anahuac and raised architectural monuments rivaling ancient world structures. | 4. A Native American tribe mentioned in the text, associated with bird and serpent symbolism | 8. A group of tribes whose mythology describes the origin of their nation from Chicomoztoc, the Seven Caverns.
	*Bacab	Santa	*male	3. Four gods in Yucatecan mythology who support the firmament and represent cardinal directions
	*Beowulf	Daniel	*male	4. A hero from Germanic mythology who battles a serpent, associated with serpent symbolism
	*Beverly	Nicola	*male	4. A historian who documented Virginia history, associated with bird symbolism | 10. A historian who wrote about the universal language of Indians being that of Occaniches
	*Black Hawk	Santa	*male	1. A great man of the Algonkin family who led the clans for the last pitched battle in the Mississippi valley. | 10. A Sac chief who relates his great grandfather's prophetic vision of meeting a white man who would become his father, leading to alliance with France
	*Blackfeet	Michael	*male	1. A famous band of the Algonkin group who still hunted over the valley of the Saskatchewan.
	*Bochica	Nicola	*male	6. The culture hero of the Muyscas, also known as Nemqueteba. He is described as a white figure who taught the people agriculture, clothing, and government before disappearing.
	*Brasseur	Michael	*male	1. An Abbé who attempted to explain American mythology after the example of Euhemerus but was condemned for introducing theories that rendered them obscure. | 9. French scholar who made claims about Xibalba's historical significance
	*Bruyas	Omega	*male	9. Scholar who studied Iroquois vocabulary and language
	*Buschmann	Omega	*male	1. An earnest student who demonstrated that nine-tenths of the area of America were occupied by tribes using dialects traceable to ten or a dozen primitive stems. | 4. A scholar who documented Native American languages, associated with serpent symbolism | 9. German scholar who studied indigenous languages and beliefs
	*Cabrera	Daniel	*male	1. A scholar who used the manuscripts of Ximenes.
	*Caliban	Eric	*male	8. A savage and brutish native of the island in Shakespeare's The Tempest, identified with the word Carib.
	*Camaxtli	George	*male	5. God of Teo-Chichimecs, identical with Mixcoatl
	*Captain John Smith	Lewis	male	2. Explorer who found that Powhatans of Virginia employed the word 'oki' meaning above in the same sense
	*Captain Jonathan Carver	Eric	*male	10. A cool-headed English trader whose travel book is an unquestioned authority, who recorded a prophecy about canoe arrival timing
	*Caribs	Michael	*male	1. A fierce group of people known for their cannibalistic practices and warlike nature, who inhabited the Antilles and parts of South America. | 4. A Native American tribe mentioned in the text, associated with bird symbolism | 8. A group of tribes whose mythology describes the creation of offspring by sowing soil with stones or fruit.
	*Catherwood	George	*male	1. A traveller who made familiar to the world the ruined cities of Yucatan.
	*Catlin	Kumo	*male	4. An author who documented Native American traditions, associated with bird symbolism
	*Cauac	Psi	*male	3. One of the four Bacab gods representing south in Maya mythology
	*Chac	Onyx	*male	3. Chief minister of the highest power in Maya mythology, god of rain
	*Chantico	Alex	*male	5. God in Aztec mythology, possibly associated with coyote
	*Charlevoix	Omega	*male	9. French missionary and writer who documented American indigenous beliefs, particularly about the immortality of the soul | 10. A writer who relates a singular instance of prophetic power similar to Carver's account
	*Charnay	Alex	*male	4. A photographer who documented Palenque, associated with bird and serpent symbolism
	*Chepewyans	Kumo	*male	8. A group of tribes who claim descent from a dog according to Athapascan mythology.
	*Cherokees	Lewis	*male	1. A group of people whose homes were in the secluded vales of East Tennessee and who had a limited number of words in common with the Iroquois. | 4. A Native American tribe mentioned in the text, associated with eagle symbolism | 4. A Native American tribe mentioned in the text, associated with serpent symbolism
	*Chicasaws	Onyx	*male	8. A group of tribes who, according to tradition, were in remote times banded into one common confederacy under the headship of Natchez.
	*Chicomoztoc	Santa	*male	8. The Seven Caverns, a mythical place from Aztec legend where their nation originated. The name refers to seven caverns or boats.
	*Chikasaws	Liam	*male	1. A group of people who were part of the Apalachian Indians and whose language bore analogy to that of the Mayas.
	*Chipeways	Alex	*male	1. A group of people who lived around Lake Superior and had a college composed of ten wise and venerable members. | 4. A Native American tribe mentioned in the text, associated with serpent symbolism
	*Choctaws	Omega	*male	1. A group of people who were part of the Apalachian Indians and whose language bore analogy to that of the Mayas. | 8. A group of tribes who, according to tradition, were in remote times banded into one common confederacy under the headship of Natchez.
	*Cohuaxolotl Chantico	Eric	*male	5. Snake-servant of Chantico in Aztec mythology
	*Columbus	Daniel	*male	1. A historical figure who first touched the island of Cuba and was regaled with stories of one-eyed monsters. | 4. A Spanish explorer who encountered Native American bird symbolism, associated with bird symbolism
	*Contici	Puck	*male	5. Peruvian thunder god, associated with thunder vase
	*Copway	Alex	*male	1. A writer who mentioned the traditional history of the Ojibway Nation.
	*Cortes	Puck	*male	6. Spanish conquistador who encountered Montezuma and was recognized by the Aztecs as possibly fulfilling prophecies about returning white rulers from the east.
	*Count of Zinzendorf	Puck	*male	4. A pious founder of the Moravian brotherhood who was saved by a rattlesnake, associated with serpent symbolism
	*Coyoteras	Fable	*male	8. A group of tribes who claim autochthony, meaning they originated from the land.
	*Creek	Kumo	*male	4. A Native American tribe mentioned in the text, associated with serpent symbolism
	*Creeks	Echo	*male	1. A group of people who were part of the Apalachian Indians and whose language bore analogy to that of the Mayas. | 4. A Native American tribe mentioned in the text, associated with eagle symbolism | 4. A Native American tribe mentioned in the text, associated with serpent symbolism | 8. A group of tribes who, according to tradition, were in remote times banded into one common confederacy under the headship of Natchez.
	*Cuzco	Nicola	*male	8. The capital city of the Inca Empire, mentioned in connection with the sacred cave Pacari Tampu.
	*D'Orbigny	Kumo	*male	9. French explorer who documented beliefs of the Yurucares | 10. A writer who documented Native American practices including the Puelches guarding tombs
	*Dakotas	Fenrir	*male	1. An erratic folk described as averse to agriculture but daring hunters and bold warriors, tall and strong of body. | 4. A Native American tribe mentioned in the text, associated with eagle and serpent symbolism
	*De Quen	Michael	*male	10. A Catholic father who wrote about the madness of Native Americans
	*De Smet	Echo	*male	4. A missionary who documented Dakota beliefs, associated with serpent symbolism
	*De Soto	Eric	*male	1. A historical figure whose expedition severed the bonds of the Natchez confederation.
	*De Waldeck	George	*male	4. A traveler who studied the Palenque cross, associated with bird and serpent symbolism
	*Desjardins	Eric	*male	1. A writer who wrote about the Peruvian pre-conquest history.
	*Dogribs	Nicola	*male	8. A group of tribes who claim descent from a dog according to Athapascan mythology.
	*Dr. Hammond	Fenrir	*male	4. A physician who theorized about rattlesnake immunity, associated with serpent symbolism
	*Dr. Jarvis	Fable	*male	2. Scholar who explained that Hobbamock meant 'the _oke_ or tutelary deity which each Indian worships'
	*Dr. Mac Gowan	Fenrir	*male	10. An author who wrote about the Cherokee belief in seventh son prophets
	*Dr. Richardson	Nicola	*male	1. A scholar who described the Athapascas as being at the bottom of the scale of humanity in North America.
	*Dr. Schwarz	Fable	*male	4. A German scholar who studied the symbolism of serpents, associated with serpent symbolism
	*Du Pratz	Liam	*male	4. A French explorer who documented Native American beliefs, associated with eagle symbolism
	*Duponceau	Puck	*male	1. An earnest student who demonstrated that nine-tenths of the area of America were occupied by tribes using dialects traceable to ten or a dozen primitive stems.
	*Egede	Psi	*male	4. A missionary who documented Greenlandic beliefs, associated with bird symbolism | 9. Danish missionary who wrote about Greenland Eskimo beliefs
	*Elskataway	Psi	*male	10. A Shawnee prophet and brother of Tecumseh who was not a member of the totem that confined priesthood
	*Eric	Kumo	*male	1. A historical figure who was mentioned in the Eric Rothens Saga.
	*Eric Rothens	Kumo	*male	1. A writer who described the Skralingar as numerous and short of stature.
	*Eskimos	Nicola	*male	1. A race of people living in the Arctic regions, described as amphibious fishermen who are more allied to Old World races physically but related to New World languages. | 8. A group of tribes whose myths describe man as a product of primal creative powers like the Spirit or Water, and also claim descent from dogs.
	*Father Bruyas	Omega	male	2. Missionary who used the term 'devil' and 'spirit' with the same Iroquois word _otkon_
	*Father Buteux	Echo	*male	4. A missionary among the Algonkins who recorded their beliefs about lightning, associated with serpent symbolism
	*Father Geronimo Boscana	Omega	*male	4. A missionary who described Aztec eagle worship, associated with bird symbolism
	*Father Le Jeune	Santa	male	2. Missionary in 1634 who recorded a different version of the deluge legend than later versions | 10. A Jesuit priest who described a mental epidemic among Huron villagers in 1639
	*Father Rogel	Liam	male	2. Missionary who told tribes near Savannah River that the deity they adored was a demon who loved evil things
	*Four Winds	Kumo	*male	3. Mythical deities representing the four cardinal directions and winds, considered ancestors of humanity in various American religions
	*Gallatin	Echo	*male	1. An earnest student who demonstrated that nine-tenths of the area of America were occupied by tribes using dialects traceable to ten or a dozen primitive stems. | 4. A scholar who documented Native American vocabularies, associated with serpent symbolism
	*Garcia	Fable	*male	9. Spanish writer who documented indigenous beliefs in Mexico
	*Garcilasso	Onyx	*male	9. Peruvian historian who wrote about Inca religion
	*Gomara	Daniel	*male	1. A writer who mentioned tribes on the Atlantic shore keeping flocks of deer and making cheese from their milk.
	*Grimm	Santa	*male	1. A scholar who wrote about the history of German language.
	*Guamansuri	Nicola	*male	5. First mortal in Peruvian mythology, descended to earth
	*Gucumatz	Fenrir	*male	4. A deity in Central American mythology, associated with bird and serpent symbolism
	*Gumilla	Nicola	*male	9. Spanish explorer who documented beliefs of the Orinoco region
	*Haeser	Santa	*male	10. A writer who wrote about the history of medicine
	*Haitians	George	*male	8. A group of tribes who claim autochthony, meaning they originated from the land.
	*Haokah	Fenrir	*male	5. Dakota thunder god with paradoxical nature
	*Hare Indians	Lewis	*male	8. A group of tribes who claim descent from a dog according to Athapascan mythology.
	*Hawkins	Eric	*male	1. A colonel who wrote a sketch of the Creek Country about 1800. | 4. A writer who documented Creek mythology, associated with serpent symbolism | 9. Writer who documented Creek beliefs about future state rewards and punishments | 10. An author who wrote about the sacred plants used by Creeks
	*Heart of Heaven	Puck	*male	3. Divine entity in Quiché mythology who created the first men
	*Heckewelder	Daniel	*male	4. An ethnographer who documented Native American beliefs, associated with animal symbolism
	*Hennepin	Lewis	*male	4. A missionary who documented Algonkin beliefs, associated with serpent symbolism
	*Heno	Omega	*male	5. Iroquois thunder god, patron of husbandry
	*Henry Timberlake	Puck	*male	4. A traveler who documented Cherokee mythology, associated with serpent symbolism
	*Hirpini	Daniel	*male	8. An ancient Sabine tribe known for their wolf-like customs, dressing in wolf-skins and performing rites related to wolves.
	*Hodgson	Fenrir	*male	9. Writer who documented Choctaw traditions about the world's destruction
	*Holguin	Santa	*male	9. Scholar who documented Quiché language and beliefs
	*Huascar	Echo	*male	6. The Inca ruler who received Hernando de Soto and was said to have heard prophecies about white men from the east who would subject nations.
	*Huitzilapochtli	George	*male	4. A war god of the Nahuas, associated with serpent symbolism
	*Humboldt	Kumo	*male	1. A naturalist who said that man, regarded as an animal, belongs to one of the singing species.
	*Hunahpu	Fenrir	*male	9. Quiché hero god who succumbed to the rulers of Xibalba
	*Hunt	George	*male	9. Writer who documented indigenous beliefs in North America
	*Hurakan	Lewis	*male	3. The Air in Motion, divine spirit and creator figure in Aztec mythology who is associated with the four winds | 4. A hurricane or thunder-storm god mentioned in the text, associated with serpent symbolism | 5. Quiché thunder god with three attributes
	*Hurons	Psi	*male	1. A group of people who were part of the Five Nations and occupied much of the soil from St. Lawrence to Roanoke. | 4. A Native American tribe mentioned in the text, associated with serpent symbolism
	*Illatici	Echo	*male	5. Peruvian thunder god, associated with thunder vase
	*Incas	Puck	*male	4. A Native American empire mentioned in the text, associated with serpent symbolism
	*Inti	Daniel	*male	5. Sun god of Incas, ruler of heaven
	*Ioskeha	Eric	*male	6. The culture hero of the Iroquois, twin brother to Tawiscara. He is described as a white figure who established his lodge in the east and was father of mankind, destroyer of giants, and teacher of fire-making.
	*Iroquois	Lewis	*male	1. A race of warriors described as courageous, cruel, unimaginative but politically sagacious, more like ancient Romans than Indians. | 4. A Native American tribe mentioned in the text, associated with bird and serpent symbolism | 8. A group of tribes whose mythology describes the origin of man and includes the name 'onwi' meaning life.
	*Ix	Daniel	*male	3. One of the four Bacab gods representing west in Maya mythology
	*J. M. Stanley	George	*male	10. An author who wrote about Native American burial practices
	*Jarvis	Fenrir	*male	1. A doctor who undertook a philosophical survey of American religions but was led astray by the notion of primitive civilization.
	*Johannes Lederer	Liam	*male	10. A German traveller who visited the Akenatzi people in 1670
	*John Mason Brown	Daniel	*male	10. An author who described an instance where a medicine man accurately predicted the appearance of three whites with specific details
	*John Tanner	Onyx	*male	4. A captive who wrote about rattlesnake beliefs, associated with serpent symbolism | 10. An author who wrote about Native American practices
	*Jonathan Carver	Alex	*male	10. A cool-headed English trader who recorded an instance where a chief priest accurately predicted the arrival of relief for the Killistenoes
	*Jones	Santa	*male	4. An author who documented Native American legends, associated with serpent symbolism
	*Joutel	Echo	*male	2. Person who reported that natives of Texas told him the unseen spirit does not concern himself about things below
	*Jupiter	George	*male	8. A deity associated with the earth myth where man is said to have originated from mountains fecundated by Mithras or Jupiter.
	*Kan	Alex	*male	3. One of the four Bacab gods representing east in Maya mythology
	*Kane	Lewis	*male	10. An explorer who studied the Dakota dialect used by sorcerers
	*Kauna	George	*male	3. South wind in Eskimo mythology
	*Kenai	Eric	*male	8. A group of tribes who claim descent from a raven according to Athapascan mythology.
	*Kennebec	Liam	*male	4. A stream in Maine with a name meaning snake, associated with serpent symbolism
	*King Philip	Alex	*male	1. A leader of the Algonkin family who fought against Puritan fathers.
	*King Solomon	Michael	*male	4. A biblical king who spoke about the way of a serpent upon a rock, associated with serpent symbolism
	*Kolushes	Daniel	*male	8. A group of tribes who claim descent from a raven according to Athapascan mythology.
	*Kukulkan	Santa	*male	4. A deity in Central American mythology, associated with bird and serpent symbolism
	*Lafitau	Michael	*male	9. French missionary who documented indigenous beliefs in Paraguay
	*Landa	Alex	*male	1. A writer whose Relacion de las Cosas de Yucatan contained an explanation of the Mayan phonetic system.
	*Lawson	Psi	*male	1. A writer who saw many people with blonde hair, blue eyes, and a fair skin. | 10. An English surveyor who found the Akenatzi people in 1700
	*Lederer	Nicola	*male	1. A writer who mentioned the tribe now extinct who occupied that locality and their very light complexions. | 10. A German traveller who visited the Akenatzi people in 1670
	*Lenni Lenape	George	*male	1. A group of people who were part of the Algonkin family and little foreboded the hand of iron that grasped their own so softly under the elm tree. | 8. A group of tribes who pretend that wolves released mankind from the dark bowels of the earth.
	*Lucretius	Fable	*male	4. A Roman poet who wrote about lightning, mentioned in the text
	*Major Long	Daniel	*male	9. Military officer who recorded beliefs of the Minnetarees and Mannicicas tribes
	*Man	Michael	*male	8. The central figure in the chapter, representing humanity's origin and development. Described as earth-born, a son of both soil and gods, with the quintessence of dust but also divine lineage.
	*Manco Capac	Psi	*male	6. The first historical Inca who was identified with Viracocha in later traditions. He is described as a real character who flourished around the eleventh century and was considered the founder of the Inca dynasty.
	*Mandans	Nicola	*male	4. A Native American tribe mentioned in the text, associated with dove symbolism | 8. A group of tribes who believed in an underworld with a cave that served as the womb of the earth.
	*Manibozho	Alex	*male	6. Alternative name for Michabo, the Great Hare who is the supreme deity of Algonkin mythology. He is described as a creator figure, inventor of picture writing, and ruler of winds who created the world from sand.
	*Martius	Fable	*male	10. A writer who wrote about the rights of Ureinwohner in Brazil
	*Master of Breath	Fenrir	*male	8. A divine figure in Natchez mythology who created the first men from clay and raised a wall to dry the waters.
	*Maues	Echo	*male	4. A Native American tribe mentioned in the text, associated with serpent symbolism
	*Max Mueller	Fenrir	*male	1. A scholar who asserted that the process of agglutination in Turanian languages is the same as polysynthesis in America.
	*Maya	Omega	*male	8. A group of tribes whose mythology describes the origin of man and includes the name 'inic' meaning to grow.
	*Mayas	Echo	*male	1. An ancient race of mild manners and considerable polish who possessed the peninsula of Yucatan. | 4. A Native American tribe mentioned in the text, associated with serpent symbolism
	*Meigs	Liam	*male	1. A scholar who wrote about cranial forms of the American aborigines.
	*Meyen	Puck	*male	1. A scholar who analyzed the secret language of the Incas. | 9. Traveler who wrote about indigenous burial practices
	*Michabo	Omega	*male	4. A hero-god in Algonkin mythology who battles a serpent, associated with serpent symbolism | 5. Creator of the earth in Algonkin mythology | 6. The Great Hare, supreme deity of the Algonkins, creator of the world and sun, associated with light and dawn. Known as the Great White One, he is portrayed as a powerful figure who created the earth from sand and ruled over winds and natural forces.
	*Mictla	Omega	*male	3. Aztec god of death, ruler of the underworld located in the north
	*Mictlan	Fable	*male	9. Mexican underworld ruled by Mictlanteuctli, Lord of Mictlan
	*Mictlanteuctli	Onyx	*male	9. Mexican Pluto who dwelt in the subterranean regions and ruled Mictlan
	*Minnetarees	Alex	*male	8. A group of tribes who believed in an underworld with a cave that served as the womb of the earth.
	*Mithras	Fable	*male	8. A deity associated with the earth myth where man is said to have originated from mountains fecundated by Mithras or Jupiter.
	*Mixcoatl	Liam	*male	5. Aztec god of clouds and storms, also called Cloud Serpent
	*Molina	Puck	*male	2. Historian who wrote about the Araucanians' greatest god being called 'The Soul of the Sky' | 9. Writer who documented Chilean beliefs about the soul's journey
	*Monquis	Psi	*male	4. A Native American tribe mentioned in the text, associated with owl symbolism
	*Morgan	Eric	*male	4. A writer who documented Iroquois mythology, associated with serpent symbolism
	*Morse	Nicola	*male	1. A writer who reported that an Indian sang two hundred songs on various subjects. | 9. Writer who documented indigenous beliefs about the afterlife
	*Morton	Michael	*male	1. A scholar whose Crania Americana advocated views rejected by later authorities.
	*Moxos	Lewis	*male	8. A group of tribes whose myths describe man as descended from lakes and rivers on whose banks their villages were situated.
	*Mr. Anderson	Echo	*male	10. An author who wrote about the Berserker fury of Scandinavians and Bacchic rage of Greece in relation to Indian frenzy
	*Mr. Brown	Omega	*male	10. An author who described an instance where a medicine man accurately predicted the appearance of three whites with specific details
	*Mr. Schoolcraft	Fenrir	*male	2. Ethnologist who recorded later versions of Algonkin legends about Manibozho and the serpent
	*Muluc	Eric	*male	3. One of the four Bacab gods representing north in Maya mythology
	*Muyscas	Omega	*male	1. A tribe whose empire was in the neighborhood of Bogota, described as a foreign tribe to South American civilization.
	*Müller	Santa	*male	1. A German professor who wrote a voluminous work on American Primitive Religions but was led astray by imaginary antitheses. | 4. A scholar who documented American religions, associated with serpent symbolism | 9. German scholar who wrote about American religions and indigenous beliefs
	*Nahuas	Onyx	*male	1. A band of the Aztec race who claimed to have come from the northwest coast and settled in and near the valley of Mexico.
	*Nanahuatl	Onyx	*male	5. Leprous victim sacrificed to the sun in Aztec myth
	*Natchez	Puck	*male	1. A small tribe whose home was in the Big Black country and who were at the head of a loose confederation. | 4. A Native American tribe mentioned in the text, associated with eagle symbolism | 8. A group of tribes who, according to tradition, were in remote times banded into one common confederacy under their own headship.
	*Navajos	Lewis	*male	4. A Native American tribe mentioned in the text, associated with bird symbolism | 8. A group of tribes who claim autochthony, meaning they originated from the land.
	*Netela	Nicola	*male	4. A Native American tribe mentioned in the text, associated with eagle symbolism
	*Nezahualcoyotl	Omega	*male	6. A former prince of Tezcuco who foretold the arrival of white and bearded men from the east who would destroy existing empires.
	*Noldeke	Fable	*male	4. A scholar who studied linguistic connections, associated with serpent symbolism
	*Nottoways	Kumo	*male	1. A group of people who were part of the Five Nations and occupied much of the soil from St. Lawrence to Roanoke.
	*One Death	Alex	*male	9. Ruler of Xibalba, one of the grim lords who governed the Mayan underworld
	*Oneida	Psi	*male	8. A people of the Stone, a reference to their belief about their origin from stone.
	*Onniont	Echo	*male	4. A monster serpent mentioned in Huron mythology, associated with serpent symbolism
	*Ormuzd	Omega	*male	3. Supreme deity in Zoroastrian mythology | 4. A deity in Persian mythology who battles Ahriman, associated with serpent symbolism
	*Otomi	Liam	*male	8. A group of tribes whose mythology describes the origin of man and includes the name 'n-aniehe' meaning to grow.
	*Pacari tampu	Lewis	*male	3. Cave from which Inca brothers emerged in mythology | 8. The Lodgings of the Dawn, a sacred cave in Peru where mythical civilizers emerged and during flood escaped the waters.
	*Pachacutec	Fenrir	*male	5. Inca ruler who carried wars into Huanca province
	*Pan-paxil-pa-cayala	Fable	*male	3. Excellent land in Quiché mythology where the four sacred animals brought corn
	*Paul	Onyx	*male	1. A philosopher who explained his views on divine things to the philosophers of Athens, asserting that 'God has made of one blood all nations of the earth.'
	*Paul Egede	Puck	*male	10. A missionary who documented words and expressions in the dialect of sorcerers
	*Pauna	Michael	*male	3. East wind in Eskimo mythology
	*Pennock	Echo	*male	9. Writer who documented Norse religion and beliefs
	*Perseus	Kumo	*male	4. A Greek hero who battles a serpent, associated with serpent symbolism
	*Peruvians	Daniel	*male	4. A Native American tribe mentioned in the text, associated with serpent symbolism | 8. A group of tribes whose mythology describes the origin of man from Mama Allpa, Mother Earth.
	*Peter Martyr	Onyx	*male	1. A writer who described the Aztec manuscripts.
	*Philosophers	Psi	*male	1. The group of thinkers who requested Paul to explain his views on divine things.
	*Piguerao	Lewis	*male	5. Peruvian twin brother of Apocatequil
	*Pluto	Alex	*male	4. A lord of the dead mentioned in Aztec mythology, associated with owl symbolism
	*Pontiac	Onyx	*male	1. A leader of the Algonkin family who doomed to death every white trespasser on their soil.
	*Powhatans	Daniel	*male	4. A Native American tribe mentioned in the text, associated with bird symbolism
	*Prescott	Onyx	*male	2. Historian who described the Çupay of Peruvians as 'the shadowy embodiment of evil' | 4. A historian who wrote about Aztec mythology, associated with serpent symbolism
	*Professor Agassiz	George	*male	4. A scientist who studied serpent symbolism among Brazilian Indians, associated with serpent symbolism
	*Professor Mueller	George	*male	2. Scholar who classified deities as good or bad spirits in his work on American religions
