	narrator	Adam	male	Story narrator
	Captain Y----	Fenrir	*male	14. An old and weary captain who had a difficult relationship with Stephen W----. He was afraid of Stephen's wild behavior and described him as a 'wild creature' who would yell, whistle, and cause sleepless nights. He was deeply disturbed by Stephen's piloting style and considered him disrespectful to authority.
	Charles Dudley Warner	Lewis	*male	52. A literary figure who questioned the authenticity of the letter and suspected it was written by an educated person rather than an uneducated convict.
	Child of Calamity	Omega	*male	3. A raftsman who is known for his dramatic, theatrical behavior and violent temper. He is described as a large man with a 'petrified heart' and 'biler-iron bowels.'
	Cincinnati	Fable	*male	39. A traveling salesman or drummer from Cincinnati, engaged in selling oleomargarine. He is described as energetic, brisk in movement and speech, and focused on making money. He believes oleomargarine will dominate the market and has a strong conviction about his product's superiority over butter.
	Davy	Puck	*male	3. A small, whiskered raftsman who is described as a 'little black-whiskered chap' and has the ability to calm down violent confrontations between Bob and the Child of Calamity.
	Dick Allbright	Daniel	*male	3. A raftsman who claims to have accidentally choked his baby, which he buried in a barrel. He is described as having 'lamented darling' and 'poor lost Charles William Allbright deceased.'
	Dr. Charles W. Purdy	Liam	male	42. Medical doctor who advocated for cremation before the Chicago Medical Society, making striking comparisons about funeral costs burdening society
	Dr. F. Julius Le Moyne	Eric	male	42. Medical practitioner who wrote about the dangers of inhumation, specifically noting how buried corpses pollute air and water with disease germs
	Ed	Nicola	*male	3. A raftsman who tells a ghost story about a haunted barrel that appears on the river. He is described as having a 'wonderful level head' and being knowledgeable about river customs.
	Edward Atkinson	Fable	male	28. A respected individual whose opinion on vast national commercial matters carries significant authority, particularly regarding Mississippi River Improvement. | 33. A commentator who provides economic analysis about cotton production and the potential value of cotton stems. He is quoted as making observations about agricultural practices and economic conditions. | 60. Author of the Mississippi River Commission appendix who discusses river improvement projects
	General Joseph A. Mabry	Fenrir	*male	40. A man involved in a fatal shooting incident with Major O'Connor over property disputes, who was killed by O'Connor's gunfire
	General York	Daniel	*male	60. Relief worker who organized efforts to save people and livestock during the Black River flood
	George Ealer	Fable	male	11. A pilot who was fellow-pilot with Mr. X on a New Orleans passenger packet and experienced the somnambulist pilot's extraordinary nighttime piloting | 18. The pilot who was kindhearted and served as the boss of George Ritchie. He was not as harsh as Brown. | 19. A character who plays the flute, reads from books including Goldsmith and Shakespeare, and plays chess with the narrator. | 20. The pilot of the 'Pennsylvania' who was alone in the pilot-house during the explosion. He survived by protecting himself from steam and later helped recover his personal items, including chessmen and a flute. | 24. An alligator pilot mentioned by the main character as one of the few who could judge alligator water nearly as well as any other kind, possessing natural talent for this skill.
	George Ritchie	Omega	male	18. Another pilot's cub who was having good times because his boss, George Ealer, was kindhearted. He enjoyed playing the role of Brown to torment the narrator. | 28. A pilot who, along with Horace Bixby, has charted river crossings and laid out courses by compass as part of the modern piloting methods that have reduced danger on the river. | 49. A pilot who was blown up near Memphis and disabled, later rescued from the river.
	Hank Wiley	Puck	male	36. One of the three professional gamblers on board who is part of a conspiracy to cheat John Backus. He is manipulative, deceptive, and ultimately the mastermind behind the scheme that leads to Backus's downfall.
	Henry	Nicola	*male	19. A young boy who is described as thoroughly inoffensive and unaware of the conflict between Brown and the narrator. He is ordered out of the pilot-house by Brown. | 20. The narrator's brother who was aboard the 'Pennsylvania' during its explosion. He survived the initial blast but later died from his injuries, spending six days in a Memphis hospital before succumbing.
	Holiday	Nicola	*male	53. The owner of Holiday's Hill, a location in Hannibal, Missouri where the narrator climbs to get a comprehensive view of his hometown.
	Hon. Charles Augustus Murray	Echo	male	22. A Scottish politician who wrote about St. Louis in the mid-1800s, describing its streets and buildings. | 27. American politician who visited the Mississippi near St. Louis around 1834, describing its majesty and fertility
	Horace Bixby	Liam	male	24. An alligator pilot mentioned by the main character as one of the few who could judge alligator water nearly as well as any other kind, possessing natural talent for this skill. | 28. A pilot who, along with George Ritchie, has charted river crossings and laid out courses by compass as part of the modern piloting methods that have reduced danger on the river. | 48. Former pilot who became captain of the 'City of Baton Rouge' steamboat. Described as having the same slender figure, tight curls, springy step, alertness, decision of eye and hand, and military bearing as before. Still appears thirty-five years old after twenty-one years away.
	Huck Finn	George	male	3. An ignorant village boy, son of a town drunkard, who runs away from his persecuting father and a widow who wants to make him respectable. He escapes with Jim, a slave seeking freedom in the free states.
	Iamo	Kumo	*male	60. Man who lived with his sister in a remote lodge and had his head severed and preserved after illness
	J. B----	George	male	43. Undertaker who transformed his business from modest beginnings with two or three coffins and a hired hearse to operating a prosperous establishment with modern amenities. He is cheerful, confident in his profession, and takes pride in the steady demand for coffins regardless of economic conditions.
	Jack Hunt	Puck	*male	52. An imaginary character created by Charles Williams to write a fraudulent letter about his supposed conversion and redemption. The real person behind the name was Charles Williams himself.
	Jim	Onyx	*male	3. A slave who escapes with Huck Finn, seeking freedom in the heart of the free states. He is described as having a 'wonderful level head' and being resourceful. | 7. A visiting pilot who discusses running Plum Point. He is described as someone who learned to navigate a crossing from another pilot and provides specific details about his technique.
	John Backus	Eric	male	36. A country farmer and cattle raiser from interior Ohio who becomes a persistent conversationalist with the surveyor. He is simple, friendly, and enthusiastic about cattle but ultimately falls victim to gambling. He has a strong moral compass that initially protects him from the gamblers.
	Karl Ritter	Echo	*male	31. A consumptive former night-watchman in Munich who tells his revenge story to the narrator
	Kruger	Daniel	*male	31. A German private in Company C who lost a thumb and was the narrator's target for revenge
	La Salle	Eric	male	1. French explorer who conceived the idea of seeking out and exploring the Mississippi River | 2. French explorer who sought privileges from Louis XIV to explore and claim territories for France, including building forts and staking out continents. Spent years and money on expeditions to the Mississippi River. | 27. French explorer who discovered the Mississippi River and took possession of it for France in 1682
	Louis XIV	Fable	male	2. King of France who granted La Salle privileges for exploration and territorial claims. Known as 'the Sun King' or 'Sultan of Versailles.'
	Marquette	Alex	male	2. French priest who joined Joliet in exploring the Mississippi River. Made a vow to name the river Conception if he discovered it, which he kept. | 58. French explorer who camped at Davenport in 1673
	Mate	Liam	*male	5. A large, muscular man with a bearded face and tattoos on his arm. He is described as having sublime profanity, commanding presence, and a domineering personality who gives orders with great authority. | 6. A crew member who operates the wheel during night navigation and is described as having 'the old tub pointed at a star' while holding her straight up the middle of the river
	Mr. Bixby	Onyx	male	6. The chief pilot who teaches the narrator how to steer, described as a nervous man who 'shuffled from one side of his wheel to the other' and becomes extremely angry when the narrator cannot recall basic river information | 7. The main pilot who demonstrates exceptional skill during the dangerous Hat Island crossing. He is described as calm and focused while navigating through treacherous waters, ultimately saving the boat by making a precise landing on the reef. | 8. An experienced pilot who is strict and demanding in his teaching methods. He is thirty-four years old but has a paternal yet harsh approach to training apprentices, often using harsh criticism and physical metaphors. He is the primary instructor in this chapter. | 9. A pilot who teaches the narrator water-reading skills and is experienced in navigating river hazards. He demonstrates expertise by taking control during dangerous situations like reef navigation. | 10. An experienced pilot who is mentoring the narrator in piloting skills. He has a keen eye for river features and teaches the narrator about reading bank heights, water stages, and navigation techniques. | 13. A chief pilot who trained the narrator as a steersman and used psychological tactics to teach courage. He was experienced in piloting the Missouri River and had a reputation for skill. | 15. Chief pilot on the 'Aleck Scott,' known for his skill and temper. He is described as crawling carefully through a close place at Cat Island, showing his expertise in piloting. He becomes furious when criticized but is also capable of giving 'the most admirable cursing' to the captain. | 49. A pilot who was blown up in Madrid bend, with another pilot lost.
	Mr. Brown	Michael	male	13. A pilot with an extraordinary memory who could recall minute details from years past. He was known for his inability to forget anything and would often derail conversations with extensive tangents. | 17. A pilot who was aboard the first boat attempting to navigate through the American Bend cut-off. He was ambitious and kept trying despite the dangerous conditions, ultimately failing to make it through the cut-off. | 52. A great grain merchant in St. Louis, portrayed as a benevolent and influential figure who helped Jack Hunt after his conversion. However, he is revealed to be a fictional character created by Charles Williams.
	Mr. Claggett	Santa	*male	57. A distinguished citizen of Keokuk who was the father of a son mentioned in the story. He provided an anecdote about Henry Clay Dean's speech at a mass meeting.
	Mr. Dickens	Lewis	male	38. A male writer and observer who declines to call Mississippi steamboats 'magnificent' or 'floating palaces,' arguing that such terms are only accurate when compared to priceless objects he has seen, but acknowledges the people's perspective that these boats are magnificent in their own context.
	Mr. Ellis	Onyx	*male	60. Man whose family lived in a flooded house with their children and refused to leave despite danger | 60. Man whose family lived in a flooded house with their children and was in feeble health
	Mr. H.	Psi	male	34. A steamboat mate from Arkansas City, bound to Vicksburg. An austere and unworldly river man who is knowledgeable about mosquitoes in Arkansas and Lake Providence. He has a habit of correcting others' stories, particularly those of his friend who tells exaggerated tales about mosquitoes.
	Mr. Thornburg	Fenrir	male	12. The pilot on duty during the sounding trip, who makes a critical error by mistaking the yawl's lantern for the buoy-light. He is the narrator's chief and becomes involved in a tragic accident when his steamer strikes the sounding-boat.
	Mr. W----	George	*male	7. Mr. Bixby's partner pilot who steps aside to let Mr. Bixby take the wheel during the critical Hat Island crossing. | 8. Another pilot who arrives twelve minutes late for his watch, violating river customs. He is described as proud and unwilling to acknowledge others' help, showing arrogance toward his colleagues.
	Mr. Warner	Kumo	*male	47. A writer who co-authored 'The Gilded Age' with the narrator. He is concerned about using names that might be borne by living people and suggests changing 'Sellers' to 'Eschol Sellers'.
	Mr. X	Alex	male	11. An excellent pilot who was a somnambulist, known for walking in his sleep and performing remarkable piloting feats while asleep
	Mudjikewis	Kumo	*male	60. Youngest of ten brothers who was noted for his oddities and wanted to fight a bear by striking trees with his war-club
	Murel	Psi	*male	29. A colossal robber, horse-thief, negro-stealer, and counterfeiters leader who was part of 'Murel's Gang.' Known for his boldness, cruelty, and planning of large-scale insurrections including attempts to capture New Orleans.
	Nemesho	Eric	*male	60. Old man who lived in a lodge and helped the young warriors defeat a great bear
	New Orleans	Liam	*male	39. A traveling salesman or drummer from New Orleans who specializes in olive oil made from cotton-seed oil. He is competitive with Cincinnati, claims his product is undetectable and perfect, and has a strong business acumen. He also mentions the importance of custom-house marks in his trade.
	Night Watchman	Santa	*male	5. A man who works the night shift on the steamboat and has a sentimental, emotional nature despite his lowly position. He tells elaborate stories about his supposed noble heritage and adventures. | 11. A crew member who discovered Mr. X walking on the railings and later found him piloting the boat while asleep
	Peboan	Michael	*male	59. An old man who appears in the legend 'Peboan and Seegwun' as a figure representing winter. He has an icy visage and his presence causes streams to freeze
	Rogers	Alex	*male	22. A young man who was crying in his hotel room, described as someone who answers to various names when needed. He is portrayed as a somewhat disheveled character with a drinking problem, complaining about the quality of hotel water. | 32. One of the narrator's friends who initially suggests sending money to the shoemaker and later argues about sharing it
	Secretary	Puck	*male	15. The secretary of the Pilots' Benevolent Association who handles membership inquiries and helps resolve conflicts between captains and association pilots.
	Seegwun	Daniel	*male	59. A young man who appears in the legend 'Peboan and Seegwun' as a figure representing spring. He brings warmth, flowers, and life to the land
	Smith	Fable	*male	53. The narrator and protagonist of the chapter, a man who returns to his boyhood home of Hannibal, Missouri after serving in the rebel army during the Civil War. He reflects on his past and the changes in his hometown over the years. | 58. Local businessman who interacts with the steamboat captain, representing the shift in power dynamics between boat captains and freight handlers
	Stephen	Onyx	male	17. A notorious debtor who repeatedly borrowed money from pilots and never paid it back. Known for his persistent pursuit of his creditors, especially young Yates, whom he would corner and apologize to endlessly while claiming he was about to pay. He had a habit of making grand promises but never following through, and his debt collection methods were so persistent that they drove Yates to avoid public places.
	Stephen W----	Echo	*male	14. A gifted and independent pilot known for his irreverent nature, wild behavior, and tendency to swear, sing, whistle, and yell. He was a tireless talker with wit and humor, but also reckless and in debt to many others. He had a cat and fiddle, played poorly, and was known for his devil-may-care piloting style that could be fascinating but unsettling to others.
	The aged colored man	Omega	*male	35. An elderly African American who lived in Vicksburg during the siege and proudly showed visitors an unexploded bomb-shell that had lain in his yard since it fell during the bombardment.
	The Agent	Alex	*male	58. Representative of a plow factory who makes claims about the quality of their products
	The blacksmith cub	Lewis	*male	51. A young man who becomes obsessed with acting after witnessing Englishmen perform a swordfight, eventually becoming a theater actor in St. Louis.
	The captain who caught Stephen in New Orleans	Alex	*male	14. A mean-spirited captain who took advantage of Stephen's financial difficulties by hiring him at half wages. He was embarrassed when Stephen discovered his boasting and tried to maintain control of the situation, but ultimately failed due to Stephen's superior piloting skills.
	The carpenter	Puck	male	20. A crew member aboard the 'Pennsylvania' who fell into the river during the explosion. He was struck 75 feet from the boat and died in the water. | 55. A charismatic liar and storyteller who claimed to be a 'red-handed murderer' with a vendetta against people named Lynch. He was the narrator's childhood hero, telling elaborate stories of his imaginary crimes with vivid detail and dramatic flair.
	The chief mate	Psi	*male	12. A crew member who takes charge during the rescue operation, standing with a torch-basket and coil of rope to help pull Tom G--- aboard after he swims to safety. | 20. A senior officer aboard the 'Pennsylvania' who was badly scalded but remained at his post during the disaster. He later died from his injuries and was carried to the death-room multiple times. | 37. One of the forty-seven persons wounded in the explosion on the steamer 'Gold Dust', identified by rank
	The clerk	Liam	*male	22. A hotel clerk in St. Louis who recognizes the narrator's attempt at disguise and treats him with suspicion, noting that he knows what sort of room the narrator wants. | 58. Steamboat clerk who worked before railroads were built, contrasting past and present boat operations
	The colored boy	Liam	*male	23. A young male attendant on the Grand Tower packet boat who provides information about the vessel's status and schedule
	The colored coachman	George	*male	56. A friend's servant who explained to the narrator how time moves slower in the country than in town, causing him to miss his scheduled pickup
	The editor of the Times-Democrat	Psi	*male	45. A newspaper editor who writes concise, direct reports and is contrasted with his correspondents
	The friend	Fenrir	*male	35. A man who was shaken hands with by the narrator during a Sunday morning when they were discussing meeting at their cave after bombardment. He was accidentally injured by a shell that severed his arm. | 42. Male companion of the colored acquaintance who walks town with him trying to find an affordable coffin | 48. A member of the group who questioned his deceased uncle through Manchester and was disappointed with the responses.
	The gentleman	Psi	*male	23. A male passenger who travels with a well-dressed lady and two young girls to St. Genevieve | 45. A Southern man who speaks about the prevalence of war talk in his region and its significance to local conversation
	The grizzly-headed man	Echo	*male	51. A former neighbor from St. Louis riots who recognizes the narrator and asks about a drink, later revealed to be someone who was involved in the riots.
	The guests	Santa	*male	7. A group of visiting pilots who are described as being in the pilot house. They range from well-dressed, wealthy-looking individuals to more casually dressed ones wearing felt cones.
	the mate	Alex	*male	A crew member who operates the wheel during night navigation and is described as having 'the old tub pointed at a star' while holding her straight up the middle of the river
	The narrator's younger brother	Lewis	male	56. A boy who discovered his brother's guilt through sleep-talking and questioned him about a hypothetical murder case, ultimately revealing the narrator's secret
	The negro drayman	George	*male	4. A worker in the town who is famous for his quick eye and prodigious voice, announcing when a steamboat is approaching.
	The negro manager	Onyx	*male	14. A man who confronted a negro who was putting on airs at a ball, asking him to identify himself and asserting his authority.
	The negro who gave offense	Omega	*male	14. A dark-skinned man who was put on airs at a negro ball and was confronted by the manager. He proudly declared his position as someone who could fire 'the middle do'{footnote [Door]} on the 'Aleck Scott.'
	The New Orleans editor	Michael	*male	45. A local newspaper writer who has a direct, unflowery writing style and is contrasted with his correspondents
	the night watchman	Alex	*male	A crew member who discovered Mr. X walking on the railings and later found him piloting the boat while asleep
	The old darkey on shore	Nicola	*male	30. An elderly African American man who was absorbed in his own matters and did not recognize the 'Eclipse' steamer. He later remarked that it went by 'a-_sparklin_' when told its identity.
	The old gentleman	Echo	*male	59. An elderly man who served as a guide and lecturer on the scenery of the Mississippi region, familiar with local history and legends
	The parrot	Omega	*male	48. Pet bird aboard the tug who made frequent comments on scenery and guests. Known for its discordant laugh and profanity.
	The passenger from Arkansas City	Kumo	*male	30. A local resident of Arkansas City who described his town as 'a hell of a place' when asked about its character. He was knowledgeable about the local geography and conditions.
	The Pilot	Omega	male	24. A seasoned river pilot who works on a steamboat, knowledgeable about river navigation and its peculiarities. He is described as being able to identify all objects in the pilot house, speaks with authority about river facts and history, and has a talent for storytelling. He is also described as having a tendency to lie or exaggerate. | 48. Former river pilot who became a spiritualist and received weekly letters from deceased relatives through Manchester.
	The Professor	Daniel	*male	36. The narrator of the story, a land-surveyor who tells his tale from memory. He is reflective, observant, and has a sense of moral responsibility toward others.
	The special correspondent	Kumo	*male	45. A newspaper reporter who writes flowery, ornate prose when describing events involving women
	The stranger from Wisconsin	Onyx	*male	30. A young man born in Wisconsin who had never seen a steamboat before. He was enthusiastic about learning about the boat and gave misinformation to another passenger, eventually laughing uncontrollably after his prank.
	The striker	Puck	*male	20. A crew member aboard the 'Pennsylvania' who was trapped under debris after the explosion. He begged to be shot rather than face death by fire and later died from his injuries.
	The vender	Lewis	*male	23. An elderly Irishman who sells cheap literature and has lived in St. Louis for thirty-four years, known for his flowing lectures
	The Watchman	Fenrir	*male	6. A night watchman who wakes the narrator in the middle of the night to go on duty, described as gruff and making crude jokes about the narrator's supposed delicacy
	The young New-Yorker	George	*male	45. A Northern man who comments on Southern moonlight and is present during a discussion about war memories
	Thompson	Kumo	*male	32. One of the narrator's friends who discusses the shoemaker's money and its potential negative effects on him
	Tom G---	Santa	male	12. Mr. Thornburg's cub, who becomes the narrator's rival for a sixteen-year-old girl's attention. He is described as someone who 'always had a way of embroidering' and eventually becomes the hero of the story by diving under the steamer's wheel to save himself, though he actually never jumped for the guard.
	Triangle	Echo	*male	36. A humble-minded young land-surveyor traveling to California for work. He is introspective, enjoys reading and dreaming, and has a scientific mind that he uses to redirect conversations away from cattle topics. He is observant, kind-hearted, and tries to help others.
	Uncle Mumford	Alex	male	25. Second officer and mate on the river with thirty years of experience, practical and level-headed man who observes and has opinions. He is described as having a thick growl in his voice, an oath or two when needed, and a dash of poetry. He is kind but firm with his crew and will be wearing a new blue naval uniform next trip. | 28. An experienced steamboat mate with thirty years of river experience, who shares his observations and opinions about the Mississippi River's transformation. He is critical of the government's efforts to control and tame the river, believing it cannot be fully domesticated despite technological interventions. | 32. An older man who approaches the deck and is involved in the conversation about Napoleon | 34. An older male relative of the narrator who comments on Lake Providence with feeling and truth, describing it as having a restful, pensive, Sunday aspect.
	Windham Marshall	Michael	*male	26. A captain of a boat who witnessed a killing during the feud between Darnells and Watsons
	Yates	Psi	male	17. A young, good-hearted and simple-minded pilot who was tricked by Stephen into borrowing money that he never received. He was naive enough to believe Stephen's promises and kept calling for payment, only to be repeatedly disappointed. His life became a burden due to Stephen's relentless pursuit and harassment.
	Iamoqua	Dora	*female	60. Sister of Iamo who lived with him in a remote lodge and helped restore his head to life
	Mrs. Taylor	Tebukuro	*female	60. Widow who lived in a flooded house with her son and refused to leave despite dangerous conditions
	Mrs. Trollope	Nezumi	female	27. English tourist who wrote about her visit to the Mississippi in 1827, describing it as utterly desolate and horrific | 29. A foreign tourist who wrote about her experiences in Memphis fifty-five years ago, describing it as consisting mainly of log-houses and mud.
	The middle-aged negro woman	Heart	*female	14. A neighbor who was shouting at Mary Ann to come home, and who was envious of her social situation. She was involved in a neighborhood gossip incident.
	The old negro woman	Jessica	*female	45. An elderly African American woman who expresses nostalgia for pre-war times and responds to the New-Yorker's comment about moonlight
	The sixteen-year-old girl	Emma	female	12. A pretty young woman who spends her time in the pilot-house with her uncle and aunt. She becomes a central figure in the rivalry between the narrator and Tom G---, though she shows little interest in either of them beyond her own curiosity about the dangers of sounding.
	Widow	Siwis	*female	31. A widow who supported herself by taking lodgers and lived near Fraulein Dahlweiner's pension
	bear	Aiden		
	chief	Alex		
	children	Alex		
	clergyman	Alex		
	gorgeous one	Alex		
	guest	Alex		
	leader	Alex		
	leadsman	Alex		
	missouri river pilots	Alex		
	old manito	Alex		
	pilot	Alex		
	rev. mr----	Alex		
	sentinel	Alex		
	*Adam Kruger	Omega	*male	31. The son of the German private Kruger, a shoemaker living in Mannheim with several children
	*Adler	Fenrir	*male	31. A German private in Company C who murdered the narrator's wife and child, later killed by the narrator
	*Archibald Lynch	Psi	male	55. A rival suitor who threatened the carpenter's beloved with violence, leading to a murder that supposedly inspired the carpenter's vendetta against all people named Lynch.
	*Asa Hardy	Lewis	male	13. Captain of the 'Sunflower' who died from lockjaw after getting a nail in his foot.
	*B. B. Harrod	Liam	male	60. State Engineer of Louisiana and member of the Mississippi River Commission
	*Bayard	Liam	*male	1. French knight known as 'Sans Peur Et Sans Reproche' who died during the time period when De Soto saw the Mississippi
	*Beck Jolly	Kumo	*male	24. An alligator pilot mentioned by the main character as one of the few who could judge alligator water nearly as well as any other kind, possessing natural talent for this skill.
	*Ben	Fable	*male	13. The engineer who was called upon to back up the steamboat during a moment of panic.
	*Ben Coontz	Michael	male	56. The boy who actually gave the tramp matches that led to his death, revealed by the narrator's brother through the boy's sleep-talking
	*Ben Thornburg	Michael	*male	24. An alligator pilot mentioned by the main character as one of the few who could judge alligator water nearly as well as any other kind, possessing natural talent for this skill.
	*Ben Thornburgh	Daniel	male	49. A pilot friend who died long ago, known for his wild 'cub' who was always in mischief.
	*Ben Thornburgh's 'cub'	Fenrir	*male	49. A reckless young pilot who was always in trouble and mischief, known for unchaining a bear on the steamboat.
	*Benvenuto Cellini	Fenrir	male	1. Italian Renaissance artist and writer who was active during the time period when De Soto saw the Mississippi
	*Billy Gordon	Echo	*male	24. An alligator pilot mentioned by the main character as one of the few who could judge alligator water nearly as well as any other kind, possessing natural talent for this skill.
	*Billy Youngblood	Eric	*male	24. An alligator pilot mentioned by the main character as one of the few who could judge alligator water nearly as well as any other kind, possessing natural talent for this skill.
	*Bixby	Psi	*male	29. A head pilot who served under the narrator during river days and fought in the Civil War battle at Memphis.
	*Black Hawk	Fenrir	*male	58. Native American chief whose name was powerful in the region, later adopted white customs and was buried in Christian fashion
	*Bogart	Michael	*male	17. The owner of a billiard saloon that served as a gathering place for pilots. The establishment was described as a great resort where pilots met to exchange river news and play games.
	*Bonaparte	Omega	*male	46. Napoleon Bonaparte, who broke the chains of the ancien regime and Church, instituting merit above birth
	*Calvin	Daniel	*male	1. Protestant reformer who was at the height of his fame during the time period when De Soto saw the Mississippi
	*Capt. Marryat	Nicola	*male	22. A British writer who wrote about St. Louis forty-five to fifty years ago, describing the city's streets and buildings.
	*Captain Bixby	Eric	male	51. A pilot who takes over the wheel from a young cub pilot, showing skill and experience in navigating steamboats. He is described as having helped the narrator previously in New Orleans about a quarter of a century before.
	*Captain Blakely	Echo	*male	31. A military captain whose voice was heard during the robbery that killed the narrator's family
	*Captain Burton	Echo	*male	40. A man who threatened Professor Sharpe and was later killed by him with a shotgun
	*Captain Eads	George	*male	28. A notable figure who has built jetties at the mouth of the Mississippi, considered a significant engineering achievement that demonstrates what can be accomplished with proper technology and resources.
	*Captain Isaiah Sellers	Echo	male	50. A highly respected and legendary steamboat pilot who was considered the patriarch of the craft. He had a long career dating back to 1811, introduced several innovations like the bell signal for sounding and the meeting boat signal, made 460 round trips to New Orleans, and was known for his authoritative presence among pilots. He died many years before the story's time.
	*Captain Marryat	Omega	male	27. British naval captain and author who wrote about the Mississippi in 1837, describing it as turbulent, blood-stained and dangerous
	*Captain Poe	Michael	male	30. A captain who owned a small stern-wheel boat that sank in the Kentucky Bend due to striking a snag. He cut into his wife's state-room with an ax when she was asleep in the upper berth.
	*Cervantes	Echo	*male	46. Spanish author of 'Don Quixote' who swept the world's admiration for medieval chivalry out of existence
	*Charles Roads	Eric	*male	40. A young Virginian who had a violent altercation with Peter Dick over a girl, resulting in a fight that left him with a fatal abdominal wound
	*Charles William Allbright	Puck	*male	3. A baby who was accidentally choked to death by his father, Dick Allbright. He is described as having been buried in a barrel and appearing to the living.
	*Charles Williams	Onyx	*male	52. A Harvard graduate and burglar who wrote a fraudulent letter to himself while in prison, pretending to be an ex-convict named Jack Hunt. He used this letter to gain sympathy and support for his own release.
	*Colonel (now General) Grant	Fable	male	25. Military figure who was drilling his first command in Cairo when the narrator last saw it. He is described as having held a military rank and being associated with the area's history.
	*Colonel Calhoun	Eric	*male	33. A grandson of the famous statesman, who formed a syndicate in Boston to purchase large tracts of land for cotton-growing in Chicot County, Arkansas. He is involved in a land company project that aims to provide better treatment for laborers and establish banking services.
	*Colored acquaintance	Onyx	*male	42. Man who earns about four hundred dollars annually, supports wife and several children through manual labor, and faces financial hardship when his child dies
	*Columbus	Alex	*male	26. A location mentioned in the context of the Mississippi River war-fleet, likely a town or strategic point
	*Comus	Kumo	*male	46. A mythical figure associated with the Mardi-Gras festivities in New Orleans, part of the Mystic Crew who leads the parade
	*Crenshaw	Onyx	*male	29. A member of Murel's gang who participated in violent crimes including robbery and murder. He was involved in the theft of horses and the killing of victims.
	*D'Autray	Echo	male	27. French explorer who accompanied La Salle on his Mississippi expedition in 1682
	*Darnell	Liam	*male	26. A member of a feuding family in the South, part of the conflict with the Watsons
	*De Soto	Psi	male	1. Spanish explorer who first saw the Mississippi River in 1542, described as a white man who glimpsed the river and then died | 2. Spanish explorer who had previously glimpsed the Mississippi River. His expedition was mentioned as having occurred at the same location where later French explorations took place.
	*Dennis	Puck	*male	43. Bridget O'Shaughnessy's deceased husband, who is described as a drunkard and whose funeral is used to demonstrate the competitive nature of Irish funeral practices.
	*Dick Kennet	Kumo	male	49. A pilot friend who died in an explosion near Memphis.
	*Don Quixote	Fable	*male	1. Fictional character from the novel that was not yet written during the time period when De Soto saw the Mississippi
	*Dr. E. H. Barton	George	male	42. Medical professional who reported on mortality rates in New Orleans during the 1853 epidemic, particularly linking cemetery proximity to disease spread
