	narrator	Adam	male	Story narrator
	Mr. Robert Ferrars	Fable	male	36. A young man who introduces himself to Elinor as the brother of Edward Ferrars
	Robert Ferrars	Liam	male	24. Edward's brother, described by Lucy as 'silly and a great coxcomb,' who may inherit his mother's fortune if Edward does not marry according to her wishes. | 41. Edward's brother who is described as dissipated and lacking integrity. He shows little concern for Edward's situation and mocks his engagement. | 48. Edward's brother who is married to Lucy Steele. He is mentioned as being the husband of Lucy, though he has been living in London with his wife. | 49. Lucy's husband and Edward's brother. He is described as having been in love with Lucy, who was already engaged to his brother Edward. He has married her despite the fact that she had been engaged to his brother, and he is now living with her at Dawlish. | 50. Son of Mrs. Ferrars, married to Lucy Steele after initially being engaged to Elinor Dashwood. He is described as selfish and cunning, with his wife manipulating him into reconciliation with his mother.
	Sir John	Daniel	male	10. A friend of the Dashwood family who introduces Willoughby to them. He is described as a social man who enjoys good company and hospitality. | 11. Host of social gatherings in Devonshire, organizes balls and parties that bring the Dashwood family into frequent contact with Willoughby | 12. A friend of the Dashwood family who organizes social events and is enthusiastic about showing off his property. | 13. A friend of the Dashwood family who organizes the Whitwell excursion and is disappointed by Colonel Brandon's departure. He expresses concern for Brandon's well-being. | 14. A man who provided an estimate of Willoughby's income, suggesting it was around six or seven hundred pounds per year. | 16. A family friend who fetches letters and is involved in the household's social life. He makes jokes about Willoughby that cause Marianne pain and is not as considerate of family feelings. | 20. A friend of the Dashwoods who hosts social gatherings. He is described as somewhat dull and complains about the weather. | 24. A local gentleman who invites the Miss Steeles to stay at Barton Park and is mentioned as not wanting them to leave. | 25. A friend of the Dashwood family who is delighted by their trip to London and encourages Marianne to accept. | 27. Mrs. Jennings's husband and a sportsman who is expected to leave Barton soon due to the weather. He is involved in hunting activities and has a social circle that includes his wife's friends. | 30. Mrs. Jennings's husband, who is expected to be concerned about Marianne's situation but whose specific role in the story is limited. | 32. A friend of the Dashwood family who is shocked by Willoughby's betrayal. He is angry and disappointed, expressing strong disapproval of Willoughby's actions. | 38. A person who is mentioned as someone Mrs. Jennings might ask for help with recommending Edward to.
	Sir John Middleton	Echo	male	4. A gentleman of consequence and property in Devonshire who offers Elinor a cottage to live in, writing a friendly letter with the intention of accommodating her and her daughters. | 5. A family friend who has provided information about the house in Devonshire and is likely a neighbor or acquaintance of the Dashwoods. | 6. The landlord of Barton Cottage, a good-looking man about forty who is friendly and generous. He offers his family's hospitality to the Dashwoods and provides them with garden produce, game, and other accommodations. | 7. A sportsman and host who enjoys collecting young people at his home. He is cheerful, sociable, and values hospitality above all else. | 9. Family friend who calls on the Dashwoods daily and encourages them to mix in the neighborhood | 18. A friend of the Dashwood family who visits them at the cottage, known for his lively personality and tendency to make social arrangements. | 19. A friend of the Dashwood family who is enthusiastic about social gatherings. He brings his wife and mother-in-law to visit the Dashwood family, showing his desire for company. | 21. A generous and sociable man who enjoys bringing people together. He is easily pleased by others' company, particularly the Miss Steeles, and actively promotes their acquaintance with his cousins. | 23. A friend of the Dashwood family who invites them to dine at his wife's house. He is portrayed as loud and boisterous, focused on social activities rather than conversation. | 33. Lady Middleton's husband, who is described as ready to like anybody and having a good nature. He appears to be somewhat lacking in sophistication when it comes to horses. | 34. A gentleman who is married to Lady Middleton and hosts social gatherings. | 36. Lady Middleton's husband, a friend of the Dashwood family | 44. A friend of Willoughby who is concerned about Marianne's condition and informs Willoughby of her illness. | 50. Friend of the Dashwood family, married to Mrs. Jennings.
	Thomas	Onyx	*male	47. The family servant who delivers news about Edward's marriage to Lucy
	Willoughby	Santa	male	9. Handsome gentleman who rescues Marianne after her fall, from Allenham, related to the old lady at Allenham Court | 10. A young man of good abilities, quick imagination, lively spirits, and open manners. He is captivated by Marianne's beauty and enthusiasm for music and literature, and he becomes deeply infatuated with her. | 11. Young man who becomes romantically involved with Marianne Dashwood, displaying obvious admiration and affection for her in social settings | 12. A young man who has captured Marianne's heart. He gives her a horse from his estate in Somersetshire and is romantically involved with her, though he may be engaged to someone else. | 13. A gentleman who accompanies Marianne on their drive and is involved in the Allenham visit. He defends his actions and shows interest in Marianne's opinion. | 14. A man who is deeply attached to Marianne and the cottage at Barton. He shows great affection for the Dashwood family, spending much time at their home and expressing strong emotional attachment to the cottage's current state. | 15. A young man who is in love with Marianne and has recently visited the Dashwood family, but suddenly departs for London | 16. Marianne's former lover who has left the area. He is described as tall and having a distinctive air, with whom Marianne shares musical interests and romantic feelings. He has not written to her despite her obvious distress. | 18. A man who has recently departed and is mentioned by Sir John as someone who would have enjoyed the company at the cottage. He appears to be connected with Marianne in some romantic way. | 20. A man who is the subject of conversation and interest among the characters. He is described as extremely agreeable in Somersetshire, though he lives far from Combe Magna. | 26. A man who is romantically involved with Marianne. He has been in London and is the object of Marianne's affection, though his behavior toward her remains mysterious. He has not yet arrived or written to Marianne despite her expectations. | 27. A man who is romantically involved with Marianne. He has arrived in London and has been visiting the Dashwood household, though he does not appear to be calling on Marianne during her sister's absence. | 28. Marianne's former lover who has apparently ended their relationship. He appears at the party but behaves coldly toward Marianne, avoiding eye contact and showing clear embarrassment when confronted. | 29. A man who has broken his engagement with Marianne, sending a cruel and unapologetic letter. He is revealed to be deceitful and dishonorable, having been previously in love with Marianne but now engaged to someone else. | 31. A charming but dishonorable man who has abandoned Marianne. He is described as expensive, dissipated, and worse than both of these traits. | 32. A man who seduced and then abandoned Miss Williams, and also betrayed Marianne Dashwood. He is revealed to be untrustworthy and deceitful, ultimately marrying Miss Grey instead of Marianne. | 42. A man who has abandoned Marianne, causing her great emotional pain. He is mentioned as being in London with new engagements. | 43. A man who arrives at the house, though not previously mentioned in detail. He is present when Elinor rushes to meet his arrival. | 44. A man who had a romantic relationship with Marianne Dashwood but abandoned her for financial gain. He visits Elinor to explain his actions and seek forgiveness. | 45. A young man who has been romantically involved with Marianne, described as charming but unworthy. He is the object of Elinor's conflicted feelings after his departure. | 46. A man who has had a significant romantic relationship with Marianne, which ended badly. He is described as having deceived her and caused her great suffering. His apology involves claims of repentance, though Marianne remains uncertain about his true character. | 47. A man who betrayed Marianne's trust and affection, described as selfish and libertine in his behavior toward both women | 50. Formerly engaged to Marianne Dashwood, now married to a woman of character. He experiences regret and envy over his past relationship with Marianne.
	Anne Steele	Nezumi	female	21. The eldest of the Miss Steeles, plain-faced and not particularly sensible. She is vulgar in her manners, impertinent with children, and overly concerned with social appearances. | 22. Lucy's sister who knows about her secret engagement and is described as having no judgment, often causing Lucy worry about revealing the secret.
	Charlotte	Alloy	female	20. Mrs. Palmer's name is given as Charlotte, and she is described as laughing heartily at her husband's behavior. She seems to be a happy-go-lucky character who is content with her marriage. | 25. Mrs. Jennings' companion who usually lives with her and will be absent during the trip. | 29. Mrs. Jennings's companion who also believes Marianne and Willoughby are engaged, though she is not described in detail beyond her association with Mrs. Jennings. | 36. Mrs. Jennings's daughter who has just given birth to a son and heir | 37. Mrs. Palmer's sister, concerned about her child's health. | 42. Mrs. Palmer, who is traveling with her child and hosts the family at Cleveland. She is friendly but lacks elegance in manners. | 43. Mrs. Jennings's daughter who is also a mother, and whose presence at Cleveland serves as a comparison to what Marianne might be like for her own mother.
	Charlotte Palmer	Kore	female	19. The wife of Mr. Palmer, described as short and plump with a pretty face full of good humor. She is cheerful and sociable, laughing heartily throughout her visit. | 26. Mrs. Jennings' daughter who is married to Mr. Palmer. She visits her mother and the Dashwood sisters in London, showing great delight at their arrival. | 39. Mrs. Jennings's daughter, who invites the Dashwood sisters to accompany her and her husband to Cleveland for the Easter holidays.
	Elinor	Heart	female	4. The elder sister of Marianne, practical and level-headed, with a deep regard for Edward Ferrars that she keeps private. She is thoughtful about his feelings and their potential future together, though uncertain of his true regard for her. | 5. Mrs. Dashwood's eldest daughter, who is practical and wise, influencing her mother to sell the carriage and limit servants. | 6. The elder daughter of Mrs. Dashwood, known for her sense and composure. She is practical and responsible, helping to arrange their new home at Barton Cottage. | 13. The elder Dashwood sister, practical and sensible, who is disappointed by the cancellation of their Whitwell trip. She questions Marianne's judgment about visiting Allenham while Mrs. Smith was present. | 16. Marianne's older sister, more practical and composed than Marianne. She is thoughtful, considerate of others' feelings, and tries to mediate between her sister's emotional state and family expectations. She is concerned about Willoughby's absence and suggests direct questioning of Marianne. | 17. The eldest Dashwood daughter, practical and level-headed. She is concerned about Edward's spirits and helps him feel more comfortable with the family. | 22. The elder sister of Marianne, known for her sense and composure; she is the primary interlocutor with Lucy and becomes deeply distressed upon learning of Lucy's engagement to Edward Ferrars. | 24. The elder Dashwood sister, practical and sensible, who is confided in by Lucy about her engagement to Edward Ferrars. She shows genuine concern for Lucy's situation while maintaining composure and discretion. | 28. Marianne's older sister, practical and composed, who has applied to their mother about Willoughby's absence. She is present at the party and tries to calm Marianne during the painful encounter with Willoughby. | 29. Marianne's older sister, more composed and practical. She is deeply concerned for Marianne's wellbeing and tries to provide comfort while struggling with her own heartbreak over Willoughby. | 31. Marianne's older sister, more level-headed and rational. She tries to comfort Marianne through her distress but is often frustrated by Marianne's emotional volatility and unwillingness to consider alternative perspectives. | 41. The eldest Dashwood sister, who is visiting her brother's wife. She is practical and reserved, showing little enthusiasm for the social arrangements. | 42. The elder sister of Marianne, practical and sensible, traveling to Delaford with her family. She is grateful for the opportunity to escape Lucy's friendship and hopes for tranquility at Barton to help Marianne recover. | 43. Marianne's sister who nurses her and takes charge of the situation. She is calm, practical, and devoted to her sister's care. She also writes letters to their mother. | 46. Marianne's older sister, who is deeply concerned about her wellbeing and observes the emotional changes in Marianne. She is thoughtful and caring, trying to support Marianne through her recovery while also being aware of the complex situation with Willoughby.
	Elinor Dashwood	River	female	1. Eldest daughter of Mr. and Mrs. Henry Dashwood, and sister to Marianne and Margaret. She is nineteen years old with strong understanding and cool judgment. | 3. The eldest daughter of Mrs. Dashwood, known for her steadiness and good judgment. She is engaged to Edward Ferrars and is the object of her mother's affection and approval. | 7. The eldest daughter of Mrs. Dashwood, known for her sense and composure. | 8. Marianne's older sister, who is more practical and level-headed. She defends Colonel Brandon against Mrs. Jennings' teasing and is concerned about Edward Ferrars' absence. | 9. Elder daughter of Mrs. Dashwood, practical and sensible, stays indoors reading and drawing during rain | 10. Marianne's older sister, more reserved and practical. She is observant of others' character flaws but also appreciative of good breeding and sense in men. She is concerned about Marianne's infatuation with Willoughby. | 11. Eldest daughter of Mrs. Dashwood, practical and sensible, observes the romantic attachment between Marianne and Willoughby with concern about its excessive display | 12. The elder sister of Marianne, practical and sensible, concerned about propriety and family circumstances. She is attentive to her sister's feelings but also pragmatic about social expectations. | 14. The sensible and thoughtful sister who is genuinely interested in Colonel Brandon's welfare but finds herself more puzzled by her own sister Marianne and Willoughby's silence about their engagement. She is observant of others' feelings. | 15. Oldest daughter of Mrs. Dashwood, practical and sensible, concerned about Willoughby's sudden departure | 18. The elder sister of Marianne, practical and level-headed, concerned about Edward's low spirits and observing the dynamics between him and Marianne. She is perceptive and tries to understand Edward's feelings. | 19. The eldest daughter of the Dashwood family, who is practical and emotionally restrained. She shows deep affection for Edward but maintains composure despite her feelings, choosing to focus on family duties rather than indulge in sorrow. | 20. One of the main protagonists, known for her sense and propriety. She is polite but firm in declining invitations from Mrs. Palmer. | 21. The eldest of the Dashwood sisters, practical and sensible, observing the behavior of others with careful attention. She is polite but discerning, able to see through superficial charm and recognize the true character of people like the Miss Steeles. | 23. The pragmatic and composed eldest sister who has discovered her beloved Edward Ferrars is engaged to Lucy Steele. She maintains composure despite her heartbreak and resolves to act honorably while concealing the truth from her family. | 25. The elder sister of Marianne, practical and responsible. She is concerned about her mother's wellbeing and tries to prevent the trip to London. | 26. The elder sister of Marianne, practical and level-headed. She is traveling to London with Mrs. Jennings and is deeply concerned about Marianne's relationship with Willoughby. She observes others carefully to determine Willoughby's intentions and is determined to protect her sister from disappointment. | 27. Marianne's older sister, more practical and reserved than her sibling. She is concerned about Marianne's emotional state and tries to help by writing to their mother, while also being attentive to Colonel Brandon's feelings for Marianne. | 30. Marianne's older sister, who is more composed and practical. She acts as a buffer between Marianne and the world, trying to manage her sister's emotions while maintaining decorum. | 32. The elder sister of Marianne, more practical and composed. She is the primary narrator of events and works to support her sister through Willoughby's betrayal. She is patient, thoughtful, and tries to maintain composure while dealing with the family's distress. | 33. Marianne's older sister, more practical and composed than her sibling. She is engaged in a negotiation for jewelry exchange with Mr. Gray's shop and has a strained relationship with her brother John. | 34. The eldest daughter of the Dashwoods, who is anxious about Edward's whereabouts and concerned about his relationship with Lucy. | 35. The eldest daughter of the Dashwood family, practical and sensible, who has been secretly engaged to Edward Ferrars. She is observant, emotionally controlled, and maintains her composure despite personal pain from Edward's secret engagement to Lucy. She is kind but firm, and shows strong moral character. | 36. The eldest of the Dashwood sisters, practical and sensible | 37. The eldest of the Dashwood sisters, known for her sense and composure. She is engaged to Edward Ferrars but keeps it secret. | 38. The elder sister who understands Edward's integrity and moral strength. She is thoughtful, principled, and avoids dwelling on painful topics when alone with Marianne. | 39. The elder sister of Marianne Dashwood, practical and sensible, anxious to return home to their mother in Barton. She is considerate of others' feelings and takes charge of arranging their departure from London. | 40. The elder sister of Marianne Dashwood, practical and level-headed. She is engaged to Edward Ferrars and receives a living from Colonel Brandon for him. | 44. The elder sister of the Dashwood family, known for her sense and propriety. She is visited by Willoughby who seeks her forgiveness and explanation for his past actions. | 45. The eldest daughter of the Dashwood family, practical and sensible, deeply affected by Willoughby's departure and later by Colonel Brandon's declaration of love for Marianne. She is concerned about her sister's happiness and struggles with her own feelings. | 47. The elder sister of Marianne, more level-headed and practical than her sibling, who had to explain Willoughby's true character to her family | 48. The eldest daughter of the Dashwood family, practical and level-headed. She is deeply affected by Edward Ferrars' marriage to Lucy Steele rather than her own feelings for him. She experiences intense emotional turmoil upon learning of the marriage and later feels overwhelming joy when she realizes Edward has come to visit them, though he is actually married to Lucy. | 49. The elder sister of Marianne Dashwood, she is practical and sensible. She has been engaged to Edward but was unaware of his previous engagement with Lucy Ferrars until recently. After learning of Lucy's marriage to Robert Ferrars, she accepts Edward's proposal and is now his fiancée. She is described as being very happy but initially overwhelmed by her own felicity. | 50. Daughter of Mrs. Dashwood, engaged to Edward Ferrars and later married to him. She is practical, patient, and devoted to her family.
	Fanny	Alice	female	2. Mrs. John Dashwood's name is mentioned as 'Fanny' in the text, and she is clearly a woman. She is concerned about her husband's generosity to his sisters and the potential financial impact on their own child, Harry. | 4. Edward's sister, who occasionally mentions their mother's conduct and opinions to Elinor and Marianne. She seems to be a reliable source of information about Mrs. Ferrars. | 36. Mrs. John Dashwood's mother, who is concerned about the family's social obligations | 41. John Dashwood's wife, who is described as being ill and not yet informed of Edward's engagement. She is portrayed as someone who would be upset by the news. | 42. Elinor's brother's wife, who invites Elinor to visit Norland when convenient. She is part of the family that encourages Elinor to go to Delaford. | 46. Marianne's sister, mentioned in the context of Marianne's self-reproach for not being kind to her and other family members.
	Fanny Dashwood	Bella	female	3. The sister of Mrs. John Dashwood, who is mentioned as being unlike Edward Ferrars in character and appearance. | 33. John's wife, who is described as being engaged with her mother and not able to visit the Dashwood sisters. She is concerned about her husband's financial situation. | 34. Wife of John Dashwood and sister to Elinor, who is reluctant to mention Edward's name until certain about his marriage plans. | 37. The sister of the Dashwood brothers, who is deeply upset by Edward's engagement. | 50. Wife of John Dashwood, sister to Elinor and Marianne. She is jealous of Lucy Steele and often disagrees with her husband.
	Lady Middleton	Xiaoxiao	female	5. Sir John's wife, who is unknown to Mrs. Dashwood and whose house she prefers not to visit. | 6. The wife of Sir John Middleton, a woman who is well-bred but reserved and cold in manner. She visits the Dashwoods after being introduced by her husband. | 7. A mother who spoils her children and takes pride in the elegance of her domestic arrangements. She is dissimilar to Sir John in temperament but shares his lack of talent and taste. | 10. A woman who is part of the social circle around the Dashwood family. She is described as one of those who approves of Colonel Brandon but doesn't show much personal interest in him. | 11. Mrs. Jennings's daughter-in-law, reserved and uninteresting companion who provides little conversation or entertainment value to Elinor | 12. A lady who is polite and considerate, interrupting gossip to avoid embarrassment for Elinor. | 13. Sir John's wife who shows concern for Colonel Brandon and is part of the group planning to visit Whitwell. | 19. The wife of Sir John Middleton and sister to Mrs. Palmer. She is more reserved than her husband, showing some discomfort with the conversation of Mrs. Jennings. | 21. The wife of Sir John, a well-bred woman who is easily impressed by others' attentiveness to her children. She is somewhat credulous and easily pleased, often overlooking the less savory aspects of others' behavior. | 23. Sir John's wife who hosts the dinner party. She is well-bred and concerned about her young daughter Annamaria's disappointment over the unfinished filigree basket. | 25. A socialite who is pleased with the Dashwood sisters' visit to London and will be accompanying them. | 27. Mrs. Jennings's daughter and Sir John's wife, who is concerned about maintaining their social reputation in London. She invites the Dashwood sisters to a party but disapproves of informal dancing. | 28. The hostess of the party, who invites Elinor and Marianne to attend with her. She is present at the social gathering and takes them home when Marianne becomes unwell. | 32. A lady who shows calm and polite concern for the situation. She is more reserved than others in her expressions of sympathy but still offers some support. | 33. A fashionable woman who is married to Sir John Middleton. She is described as elegant and well-behaved, though not quite as refined as her daughter. | 34. A charming woman who is pleased with Mrs. Dashwood and finds her compatible due to their shared cold-hearted selfishness. | 35. A socialite who is married to Mr. Middleton and a friend of the Dashwood family. She is enthusiastic about social connections, particularly regarding her husband's sister Mrs. Ferrars and the Dashwood family. | 36. Mrs. John Dashwood's sister-in-law, who is married to Sir John Middleton | 38. A member of the Middletons who is mentioned as being involved in family matters and social circles. She appears to be a person of some influence or status.
	Lucy	Sky	female	24. A sharp, calculating woman who is engaged to Edward Ferrars but faces obstacles due to his mother's disapproval. She seeks Elinor's advice and opinion about their situation. | 41. A woman who is engaged to Edward Ferrars. She is described as being very happy about her engagement and eager to see the family together at Delaford. | 42. A character who has been pursuing Elinor and is mentioned as giving her an invitation to visit Delaford, though she is not present in this chapter.
